20_1_2,36.4,72.7,1,1.0925515
18_1_2,36.3,67.8,0.96,0.977731326
4_1_1,25.8,86.5,0.95,1.555161079
4_7_1,61.5,8.8,0.91,0.104510736
20_7_1,56,17.3,0.89,0.207009088
11_1_2,26.2,73.2,0.86,1.105211867
21_1_2,24.8,69.9,0.82,1.025041374
15_1_2,24.1,70.1,0.81,1.029686682
9_1_1,20.2,76.1,0.8,1.182875968
12_1_2,17.9,73.2,0.75,1.105211867
12_1_1,10.8,86.2,0.74,1.541190033
4_1_2,19.6,68.2,0.74,0.986545039
18_1_1,8.6,88,0.72,1.629665578
11_1_1,9.2,86.6,0.72,1.559882119
23_1_4,8.1,87.2,0.71,1.588915328
24_1_1,8.2,86.5,0.71,1.555161079
4_11_1,20.5,62.4,0.71,0.8665329
3_7_2,35.5,31.8,0.71,0.390215087
21_1_1,7.3,86.7,0.7,1.564635975
3_1_1,7.7,86.1,0.7,1.53659549
20_1_1,8.1,85.5,0.7,1.509653439
12_7_2,11.7,78.1,0.7,1.241324625
20_1_4,7.7,85.6,0.69,1.514071444
8_1_1,9,82.4,0.69,1.384918513
21_1_4,5.7,88.1,0.68,1.634936839
29_7_2,8.8,80.8,0.68,1.328165534
23_1_2,13.8,70.8,0.68,1.046149886
19_1_2,14.8,69,0.68,1.00444599
11_1_4,4.7,88.2,0.67,1.640249758
18_1_4,6.1,85.7,0.67,1.51851784
23_1_1,6.6,84.9,0.67,1.483720182
15_1_1,6.5,83.3,0.66,1.41892236
5_1_1,4.3,86.1,0.65,1.53659549
5_1_2,11,72.9,0.65,1.097591986
15_1_4,5.3,83.1,0.64,1.411224795
15_7_2,5.1,82.9,0.64,1.403609478
2_1_1,8,76.9,0.64,1.205725006
22_1_1,8.6,76.8,0.64,1.202831676
1_1_2,19.6,54.2,0.64,0.719001932
24_1_2,11.1,69.6,0.63,1.018120793
8_7_1,43.9,3.5,0.63,0.041476192
3_1_2,9.3,71.7,0.62,1.067804876
20_7_2,4.9,78.7,0.61,1.259769724
21_7_4,13.8,61.8,0.61,0.854964059
21_7_2,3.9,79.8,0.6,1.294809405
1_1_1,4.9,77.6,0.6,1.22628932
22_1_4,7.7,72.4,0.6,1.085048739
12_7_4,8.7,70.2,0.6,1.032018945
3_11_1,10.1,66.6,0.6,0.951809515
9_2_4,11.5,64.9,0.6,0.916331218
13_7_1,35.7,15.6,0.6,0.186311091
10_1_1,8,70.6,0.59,1.041413101
14_1_2,9.4,67.3,0.59,0.966837724
22_1_2,16.4,52.6,0.59,0.69248668
27_1_1,4.4,75.5,0.58,1.166169293
9_1_4,6.9,70.1,0.58,1.029686682
11_7_4,5.3,71.8,0.57,1.070246274
18_2_2,16.6,50.2,0.57,0.653843618
9_1_2,17.8,48,0.57,0.619501026
2_3_1,27.5,27.5,0.57,0.334356889
6_7_1,37.9,5.2,0.56,0.061652209
18_7_2,4.3,72.2,0.55,1.080084874
22_4_4,6.8,66,0.55,0.939127388
12_11_1,7.3,64.4,0.54,0.90615519
1_7_1,38.2,1.7,0.54,0.02013929
9_4_1,5.6,64.7,0.52,0.912247229
24_7_4,8.3,58.9,0.52,0.800913909
18_11_1,10,55.5,0.52,0.741028741
15_2_2,13,49,0.52,0.634990272
8_11_1,6.2,62.1,0.51,0.860730939
9_11_1,7.1,60.3,0.51,0.826635773
20_7_4,9.9,55.1,0.51,0.734203206
4_7_2,14,45.8,0.51,0.586088635
1_3_1,24.9,24.9,0.51,0.301286063
4_11_4,8.7,56,0.5,0.749622551
2_11_1,9.2,55,0.5,0.732503585
9_2_1,21.4,29.6,0.5,0.361441458
22_7_1,24.7,23.5,0.5,0.283670357
18_2_4,10.1,51,0.49,0.666581548
8_1_2,10.2,50.6,0.49,0.660195256
10_1_2,11.2,49.2,0.49,0.638111952
7_1_2,11.9,48.1,0.49,0.621041164
11_2_2,13.4,45,0.49,0.574151715
12_6_2,8.2,53.2,0.48,0.702355856
13_1_2,10.2,49.9,0.48,0.649102245
16_7_1,11,47.6,0.48,0.613359588
2_8_4,5.5,57.3,0.47,0.772300475
20_6_2,8.1,51.9,0.47,0.681080851
22_7_6,8.3,51.4,0.47,0.673003155
2_1_2,8.5,50.9,0.47,0.66498169
20_11_1,10.6,46.9,0.47,0.602684325
12_2_2,11.8,45.1,0.47,0.575637884
11_11_1,12,43.7,0.47,0.554981373
11_10_4,14.3,40,0.47,0.50183334
2_8_1,11.5,43.5,0.46,0.552056209
21_7_1,19.9,27.7,0.46,0.33692134
21_6_2,7.7,50.5,0.45,0.658604123
11_6_2,9.1,47.5,0.45,0.611828963
11_7_1,13.3,38.6,0.45,0.482219793
3_3_4,22,22,0.45,0.264931844
1_3_2,21.9,21.9,0.45,0.263687333
2_4_3,4.5,55.1,0.44,0.734203206
29_7_4,5.5,53.3,0.44,0.704009231
6_1_2,6.7,50.3,0.44,0.655428314
7_4_4,7.1,50.2,0.44,0.653843618
1_11_1,7.6,48.8,0.44,0.631876633
5_7_2,10.2,43.6,0.44,0.553518004
7_2_1,19.9,24.9,0.44,0.301286063
8_7_4,9.1,43.9,0.43,0.557912864
7_11_1,10.6,41.7,0.43,0.526005382
19_7_1,16.6,28.9,0.43,0.352373758
9_3_1,21,21,0.43,0.252512119
2_4_4,5.6,49.5,0.42,0.642809713
8_4_4,6.2,49.3,0.42,0.639675831
20_11_4,9.4,41.7,0.42,0.526005382
12_7_1,12.4,36,0.42,0.446440194
15_7_1,14.8,31.9,0.42,0.391533367
4_10_4,19.9,21.6,0.42,0.259957222
1_2_1,21.5,18.1,0.42,0.216792037
10_2_2,7,46.3,0.41,0.593605431
21_2_4,7.8,44.3,0.41,0.563795053
9_10_1,10.7,38.5,0.41,0.480828479
11_2_1,15.9,27.8,0.41,0.338204718
15_7_4,5.8,47.1,0.4,0.605725144
29_6_2,6.7,45.5,0.4,0.581599471
13_7_4,8.5,41.5,0.4,0.523140494
15_6_2,9.1,40.5,0.4,0.508901145
4_7_4,10,38.7,0.4,0.483612369
18_2_1,11.5,35.8,0.4,0.443720587
21_10_4,11.7,34.5,0.4,0.426150188
20_2_1,12.1,34,0.4,0.419440305
1_8_1,7.4,41.8,0.39,0.527439994
1_4_4,8,40,0.39,0.50183334
9_9_1,9.6,38.2,0.39,0.476662059
6_7_2,9.3,38,0.39,0.473890658
18_7_4,11,34.5,0.39,0.426150188
2_10_1,13.7,29.8,0.39,0.364039752
21_3_2,19.1,19.1,0.39,0.22906215
7_8_1,5.7,43.9,0.38,0.557912864
11_2_4,6.5,42.3,0.38,0.534634993
1_7_2,8.4,38.6,0.38,0.482219793
1_3_4,18.6,18.6,0.38,0.222921183
3_3_1,18.5,18.5,0.38,0.22169442
23_7_1,20.9,13.5,0.38,0.160896492
7_4_1,5,43.3,0.37,0.549137316
12_2_4,8.3,37.6,0.37,0.468362571
2_8_3,8.7,36.9,0.37,0.458734734
7_9_1,9.2,35.9,0.37,0.44507983
1_7_4,11.6,30.8,0.37,0.377082881
4_2_2,13.4,26.9,0.37,0.326681719
24_2_4,5.3,41.4,0.36,0.521710206
7_7_2,9.4,34.1,0.36,0.420780203
18_6_2,9.4,33.4,0.36,0.411422381
8_7_2,9.4,33,0.36,0.406097209
6_3_1,17.6,17.6,0.36,0.210674349
3_3_2,17.5,17.5,0.36,0.209452155
15_7_3,5.3,40.9,0.35,0.514580066
4_11_2,6,38.4,0.35,0.479438423
9_7_4,8.6,33.2,0.35,0.408757808
15_11_1,8.7,32.9,0.35,0.404768388
10_11_1,4.9,39.4,0.34,0.493396232
19_2_2,5.5,38.3,0.34,0.478049618
4_2_4,11.9,25.6,0.34,0.31014262
2_3_2,16.4,16.4,0.34,0.196036519
2_3_4,16.3,16.3,0.34,0.194819433
10_7_1,22.2,5.5,0.34,0.065216063
8_9_1,5.5,36.6,0.33,0.454626195
24_11_1,6.4,34.8,0.33,0.430188717
2_10_4,8.9,30.6,0.33,0.37446726
15_2_4,9.5,29.5,0.33,0.360143576
15_2_1,11.1,26.3,0.33,0.319033211
21_9_1,5.2,36.5,0.32,0.453259001
7_10_4,6.5,34.1,0.32,0.420780203
20_2_4,8.3,30.3,0.32,0.370550437
21_2_1,9,28.5,0.32,0.347210235
28_2_1,9.1,27.7,0.32,0.33692134
20_6_1,9.8,26.3,0.32,0.319033211
12_11_2,6.4,32,0.31,0.392852583
7_6_1,8.7,27.3,0.31,0.331795488
3_2_4,9.6,25.6,0.31,0.31014262
22_9_1,5,34.4,0.3,0.424806124
22_10_4,5.7,31.7,0.3,0.38889774
1_8_3,5.8,31.6,0.3,0.387581321
24_7_1,6.6,30.1,0.3,0.36794358
12_2_1,11.6,21,0.3,0.252512119
28_7_1,4.1,34,0.29,0.419440305
19_11_1,5.2,32.6,0.29,0.40078779
29_2_1,9,24.8,0.29,0.30002355
21_6_1,9.4,24,0.29,0.289947175
2_7_4,9.5,23.4,0.29,0.282416878
25_2_1,10.1,21.4,0.29,0.257473302
9_3_2,14,14,0.29,0.166933391
4_2_1,14.5,12.8,0.29,0.152458697
15_6_1,5.1,30.1,0.28,0.36794358
3_7_4,6.5,28.4,0.28,0.345921363
5_10_1,6.7,27.1,0.28,0.329237108
22_7_4,7.4,25.5,0.28,0.308875341
11_6_1,8,24.6,0.28,0.297500521
21_11_1,9.4,21.7,0.28,0.261200025
15_10_4,10.1,21.1,0.28,0.25375159
8_2_1,10.8,19.8,0.28,0.237680059
2_2_1,19.5,1.4,0.28,0.016584784
3_2_2,5.1,28.7,0.27,0.349790382
7_2_4,5.7,28.2,0.27,0.343346004
21_3_4,13,13,0.27,0.154867889
12_6_1,5.5,26.2,0.26,0.317760997
7_7_4,5.9,25.5,0.26,0.308875341
18_10_2,8.2,21.5,0.26,0.258714982
6_3_4,12.6,12.6,0.26,0.150050759
28_6_1,4.3,27.5,0.25,0.334356889
14_7_1,4.6,26.7,0.25,0.324129292
18_11_2,6.4,24.1,0.25,0.291204446
6_3_2,11.9,11.9,0.25,0.141632546
9_7_1,15.6,4.8,0.25,0.056902128
20_11_2,6.7,21.4,0.24,0.257473302
3_10_4,9.7,14.8,0.24,0.176610512
13_10_1,8.8,15.7,0.23,0.187525382
22_3_2,11.2,11.2,0.23,0.133228549
13_2_2,4.9,21.6,0.22,0.259957222
5_2_1,5.4,21.4,0.22,0.257473302
10_2_1,5.7,20.5,0.22,0.246322867
15_10_1,5.7,20.5,0.22,0.246322867
2_6_1,6.3,19.5,0.22,0.23398368
9_3_4,10.8,10.8,0.22,0.128432308
18_7_1,11,10.6,0.22,0.126035769
5_7_1,10.9,10,0.22,0.118852236
1_6_1,4.5,20.9,0.21,0.251273192
19_6_4,5.1,20.4,0.21,0.245086617
18_10_1,10.5,10.2,0.21,0.121245753
29_3_2,10,10,0.21,0.118852236
11_11_2,5.6,18.4,0.2,0.220468126
17_7_4,5.2,18.2,0.2,0.218016938
11_3_1,9.9,9.9,0.2,0.117655841
12_10_4,5.6,16.2,0.19,0.193602755
21_6_4,6.1,16.1,0.19,0.192386482
13_2_1,7.5,12.4,0.19,0.147644053
11_3_2,9.3,9.3,0.19,0.110482409
18_3_2,9.3,9.3,0.19,0.110482409
4_6_2,6.7,13,0.18,0.154867889
18_6_4,12.8,0.4,0.18,0.004738225
26_7_1,6.5,11.1,0.17,0.132029087
19_3_2,8.4,8.4,0.17,0.099737225
10_3_1,8.3,8.3,0.17,0.098544358
18_6_1,9.1,6,0.17,0.071158472
4_10_1,10.8,3.8,0.17,0.045034585
25_7_1,1.6,19.7,0.16,0.236447428
19_6_1,4.6,14.1,0.16,0.168141795
1_2_2,7.3,9.4,0.16,0.111677406
8_3_2,8,8,0.16,0.094966943
3_2_1,10.4,2.8,0.16,0.033176072
3_10_1,7.2,7.1,0.15,0.0842448
29_6_1,5.5,9,0.14,0.106898753
13_10_4,6.2,7.8,0.14,0.092582964
21_11_2,6.8,7.4,0.14,0.08781723
1_2_4,10.4,0,0.14,0
12_6_4,3.8,11.9,0.13,0.141632546
6_2_1,4.3,10.1,0.13,0.120048873
20_10_1,5.2,9,0.13,0.106898753
21_11_4,5.2,8.4,0.13,0.099737225
15_3_2,6.3,6.3,0.13,0.074725617
14_2_1,4.8,8.4,0.12,0.099737225
7_2_2,5.3,6.3,0.12,0.074725617
20_3_1,6.1,6.1,0.12,0.072347374
10_3_2,6,6,0.12,0.071158472
11_3_4,6,6,0.12,0.071158472
13_3_2,5.8,5.8,0.12,0.068781096
8_3_1,5.7,5.7,0.12,0.067592616
20_3_2,5.5,5.5,0.11,0.065216063
12_3_2,5.3,5.3,0.11,0.062840033
10_3_4,5.2,5.2,0.11,0.061652209
4_6_1,7.6,0.7,0.11,0.008291985
18_3_1,5,5,0.1,0.05927693
15_3_4,4.9,4.9,0.1,0.058089471
19_3_1,4.9,4.9,0.1,0.058089471
15_3_1,4.7,4.7,0.1,0.055714899
21_3_1,4.7,4.7,0.1,0.055714899
7_3_1,4.7,4.7,0.1,0.055714899
22_3_4,4.6,4.6,0.1,0.054527782
15_11_2,5.3,4.3,0.1,0.050967078
2_2_4,6.4,2.1,0.1,0.024879208
22_3_1,4.5,4.5,0.09,0.053340774
29_3_4,4.2,4.2,0.09,0.049780385
23_6_1,3.4,5.5,0.08,0.065216063
18_3_4,4.1,4.1,0.08,0.048593791
23_3_2,3.9,3.9,0.08,0.046220894
4_3_2,3.7,3.7,0.08,0.043848367
7_7_1,5.3,0.4,0.08,0.004738225
20_3_4,3.5,3.5,0.07,0.041476192
24_3_2,3.5,3.5,0.07,0.041476192
14_3_2,3.2,3.2,0.07,0.037918546
2_11_4,4.8,0,0.07,0
24_6_1,4.8,0,0.07,0
6_5_4,4.8,0,0.07,0
7_3_2,3.1,3.1,0.06,0.03673282
4_3_1,2.7,2.7,0.06,0.031990625
8_3_4,2.7,2.7,0.06,0.031990625
1_5_4,4.1,0,0.06,0
10_7_4,4.3,0,0.06,0
12_10_1,4.3,0,0.06,0
18_11_4,4.5,0,0.06,0
2_2_2,4.5,0,0.06,0
23_7_4,4.6,0,0.06,0
24_10_1,4.1,0,0.06,0
24_10_4,4.2,0,0.06,0
24_11_4,4.2,0,0.06,0
24_2_1,4.5,0,0.06,0
28_8_1,4.2,0,0.06,0
29_11_1,4.1,0,0.06,0
3_5_4,4.2,0,0.06,0
5_2_2,4.4,0,0.06,0
6_7_4,4.3,0,0.06,0
7_1_1,4.4,0,0.06,0
7_6_2,4.7,0,0.06,0
8_5_4,4.5,0,0.06,0
13_3_1,2.4,2.4,0.05,0.02843466
13_3_4,2.4,2.4,0.05,0.02843466
1_4_1,3.6,0,0.05,0
10_1_4,3.9,0,0.05,0
10_6_1,3.4,0,0.05,0
10_7_2,3.5,0,0.05,0
11_10_1,3.9,0,0.05,0
12_1_4,3.9,0,0.05,0
12_10_2,3.3,0,0.05,0
12_11_4,3.6,0,0.05,0
13_2_4,3.7,0,0.05,0
14_1_1,3.9,0,0.05,0
18_7_3,3.5,0,0.05,0
19_1_1,3.7,0,0.05,0
19_2_1,3.7,0,0.05,0
2_5_1,3.9,0,0.05,0
2_9_1,3.9,0,0.05,0
22_10_1,3.8,0,0.05,0
22_11_1,3.6,0,0.05,0
22_6_1,3.9,0,0.05,0
22_8_1,3.9,0,0.05,0
24_6_4,3.3,0,0.05,0
25_2_4,3.8,0,0.05,0
3_11_4,3.5,0,0.05,0
3_6_1,3.9,0,0.05,0
5_11_1,3.5,0,0.05,0
5_7_4,3.8,0,0.05,0
6_11_1,3.9,0,0.05,0
7_11_4,3.6,0,0.05,0
7_8_3,3.9,0,0.05,0
7_9_4,3.7,0,0.05,0
8_4_1,3.7,0,0.05,0
8_7_3,3.6,0,0.05,0
9_4_4,3.4,0,0.05,0
29_3_1,2,2,0.04,0.02369416
23_3_4,1.8,1.8,0.04,0.021324203
1_11_4,3.2,0,0.04,0
1_4_3,3.3,0,0.04,0
10_4_4,2.7,0,0.04,0
11_10_2,3.2,0,0.04,0
13_1_1,3,0,0.04,0
13_1_4,3,0,0.04,0
13_10_2,3.2,0,0.04,0
13_6_1,3.2,0,0.04,0
13_6_2,3,0,0.04,0
13_8_1,2.8,0,0.04,0
14_1_4,2.7,0,0.04,0
14_11_1,2.8,0,0.04,0
14_7_4,2.7,0,0.04,0
18_10_4,2.7,0,0.04,0
19_7_4,2.6,0,0.04,0
2_10_3,3,0,0.04,0
2_5_4,3.1,0,0.04,0
2_6_4,2.7,0,0.04,0
20_10_2,3.2,0,0.04,0
21_10_1,3.1,0,0.04,0
21_9_4,2.8,0,0.04,0
22_11_2,2.6,0,0.04,0
22_4_1,2.8,0,0.04,0
22_6_4,3.3,0,0.04,0
23_6_2,3,0,0.04,0
24_6_2,3,0,0.04,0
25_6_4,3.1,0,0.04,0
29_11_2,3.2,0,0.04,0
29_7_1,3,0,0.04,0
3_8_1,2.7,0,0.04,0
4_5_4,2.8,0,0.04,0
5_2_4,2.8,0,0.04,0
5_6_1,3,0,0.04,0
7_10_1,3.1,0,0.04,0
7_5_4,3.2,0,0.04,0
7_6_4,2.9,0,0.04,0
7_9_3,2.9,0,0.04,0
8_1_6,2.7,0,0.04,0
8_11_2,2.9,0,0.04,0
8_2_2,3,0,0.04,0
9_6_1,3,0,0.04,0
9_7_3,3.2,0,0.04,0
9_8_1,3,0,0.04,0
9_8_3,3,0,0.04,0
9_9_4,3.2,0,0.04,0
7_3_4,1.7,1.7,0.03,0.02013929
17_3_2,1.6,1.6,0.03,0.018954418
19_3_4,1.4,1.4,0.03,0.016584784
12_3_1,1.3,1.3,0.03,0.015400018
28_3_4,1.3,1.3,0.03,0.015400018
1_10_6,1.9,0,0.03,0
1_11_2,2.1,0,0.03,0
1_11_3,1.9,0,0.03,0
1_5_1,2,0,0.03,0
1_6_2,2.4,0,0.03,0
1_6_4,2.2,0,0.03,0
1_8_4,2.3,0,0.03,0
10_10_4,2.2,0,0.03,0
10_11_2,1.9,0,0.03,0
10_11_4,1.9,0,0.03,0
10_2_4,2.5,0,0.03,0
11_5_1,2.4,0,0.03,0
11_6_4,2.1,0,0.03,0
12_1_6,2.2,0,0.03,0
13_6_4,1.9,0,0.03,0
14_6_1,2,0,0.03,0
