Catalyst,x,y,z,ddG (% ee)
16_10_4,-23.01968841,60.18156159,-31.96073623,0
16_10_5,-21.13044883,61.99505063,-29.4886842,0
16_10_6,3.947984841,65.49426824,24.80937309,0
16_11_1,-8.944570988,62.41799887,-20.29667958,0
16_11_2,-9.179332647,62.18104362,-20.83130807,0
16_11_3,-9.561292468,61.94048662,-21.83529257,0
16_11_4,-10.72210381,60.84337219,-24.50605498,0
16_11_5,-12.03169529,59.59416444,-27.33211599,0
16_11_6,-6.177544383,64.28175435,-13.31535395,0
16_2_1,-18.03291747,42.0560594,-13.36405444,0
16_2_2,-17.87713004,42.13363551,-13.015541,0
16_2_3,-17.70112004,42.36154466,-12.63755056,0
16_2_4,-18.51005717,41.61571634,-14.11025646,0
16_2_5,-18.34531986,41.76141615,-13.86077217,0
16_2_6,-17.46434553,42.72053586,-12.16143172,0
16_3_1,12.84187252,79.98549962,-33.76785898,0.004738225
16_3_2,15.00373746,80.70309582,-30.51012334,0.009476602
16_3_3,18.00076676,81.20094868,-27.08321032,0
16_3_4,-20.82767299,40.74237746,-78.50834901,0.005922799
16_3_5,-28.45021997,33.13445753,77.12264508,0
16_3_6,33.01981112,80.20565484,-4.047277077,0
16_4_1,-19.50283601,40.46743669,-11.44450871,0
16_4_2,-19.85672704,40.1019419,-11.92297043,0
16_4_3,-19.66035429,40.38326663,-11.64667511,0
16_4_4,-19.59465572,40.35145808,-11.56035592,0
16_4_5,-19.34011382,40.55375179,-11.21732499,0
16_4_6,-19.8779121,40.27658926,-12.06591176,0
16_5_1,-24.4730951,39.1643464,-56.1345804,0
16_5_2,-20.63876837,45.17193932,-52.42207307,0
16_5_3,-24.12865847,39.74952785,-55.8580566,0
16_5_4,-25.47208715,37.54851738,-56.87239765,0
16_5_5,-26.77949545,35.51638329,-57.67833707,0
16_5_6,-21.20022374,44.29233651,-53.19201678,0
16_6_1,-32.04969332,39.10818974,-33.69947595,0
16_6_2,-34.31333516,35.37288099,-35.90375148,0
16_6_3,-21.29192753,53.33623059,-15.21310515,0
16_6_4,-27.44329708,45.83474099,-27.82571048,0
16_6_5,-34.23353969,35.53277581,-35.84939354,0
16_6_6,-35.36047428,33.67486978,-37.00725301,0
16_7_1,-24.44597045,37.45255331,-17.7508798,0.613359588
16_7_2,-25.12879261,36.73223044,-18.24265711,0
16_7_3,-24.25071936,37.69943905,-17.61367507,0
16_7_4,-24.54726627,37.32109229,-17.79835274,0
16_7_5,-25.07157812,36.83871389,-18.2382049,0
16_7_6,-25.27463785,36.75267602,-18.54850395,0
16_8_1,-23.03309054,39.33029357,-14.6099531,0
16_8_2,-22.77608961,39.52434656,-14.15438837,0
16_8_3,-23.19816818,39.23733705,-14.85193651,0
16_8_4,-23.19973299,39.12856466,-14.80109368,0
16_8_5,-23.52946709,38.84371076,-15.17642997,0
16_8_6,-23.71868697,38.79874385,-15.48433426,0
16_9_1,-49.95664374,-3.860343822,-87.24794364,0
16_9_2,-53.55094326,-2.081278429,-85.01825367,0
16_9_3,-50.33793789,1.34780109,-86.97762888,0
16_9_4,-8.160071189,-58.63359062,-82.73680638,0
16_9_5,-42.67519544,-13.37311202,-90.41110312,0
16_9_6,16.50515548,54.62657585,76.8839965,0
17_1_1,28.07620382,40.71720963,0.647856335,0
17_1_2,-28.26171143,-17.34671735,-44.87836526,0
17_1_4,-28.67933157,-16.76791852,-44.8846078,0
17_1_5,-28.28886541,-17.25958867,-44.83892577,0
17_1_6,28.70969474,40.26780142,1.714615365,0
17_10_1,6.611737158,22.11274705,42.58986957,0
17_10_2,7.160094042,22.18801971,42.42589415,0
17_10_3,7.458312692,22.18724444,42.56215765,0
17_10_4,6.998289638,22.3057504,42.39592501,0
17_10_5,6.256160009,22.10136075,42.62269146,0
17_10_6,7.202447707,22.32123787,42.56921199,0
17_11_1,0.746148145,34.94941492,13.83755676,0
17_11_2,0.923127447,34.92543036,13.70220356,0
17_11_3,0.789213762,34.96868537,13.93711704,0
17_11_4,0.789827782,34.89281758,13.84924934,0
17_11_5,0.548061457,34.93475035,13.82388742,0
17_11_6,1.243360745,35.19942421,13.74406516,0
17_2_1,-9.537741057,11.24519101,19.64198917,0
17_2_2,-9.728521649,10.96799104,19.60124965,0
17_2_3,-9.507835964,11.25621823,19.68788942,0
17_2_4,-9.558111301,11.15473379,19.61109013,0
17_2_5,-9.797297491,10.97496466,19.67398777,0
17_2_6,-9.866567864,11.17411831,19.86196761,0
17_3_1,4.319399258,35.24945703,-38.25191149,0.004738225
17_3_2,3.165580885,34.15952253,-39.4680624,0.018954418
17_3_3,12.78301281,42.27037816,-25.5119577,0
17_3_4,12.31251343,41.89981262,-26.26528366,0.003553661
17_3_5,11.96116498,41.70591932,-26.86432053,0
17_3_6,12.54873428,42.15228482,-25.98798799,0
17_4_1,-12.48649995,6.70438323,22.16038324,0
17_4_2,-12.42910347,6.550154893,22.11698305,0
17_4_3,-12.45211833,6.740636333,22.28477366,0
17_4_4,-12.46430001,6.697331878,22.09194335,0
17_4_5,-12.36983609,6.572206759,22.2679238,0
17_4_6,-12.42334727,6.521052496,22.55060754,0
17_5_1,8.1235359,42.19336385,3.541354245,0
17_5_2,8.162367119,42.08104821,3.536316172,0
17_5_3,8.405804926,42.13456592,4.045022229,0
17_5_4,7.552082758,42.30429108,2.611674483,0
17_5_5,6.804244321,42.52140592,-0.430766276,0
17_5_6,7.407370128,42.51179503,2.050055105,0
17_6_1,-19.84391351,5.641654975,24.36486803,0
17_6_2,-19.87514257,5.362869377,24.32178839,0
17_6_3,-19.74166879,5.712344688,24.55449247,0
17_6_4,-19.85672951,5.676491251,24.26364603,0
17_6_5,-19.59190354,5.324442446,24.72646437,0
17_6_6,-19.51704488,5.177515717,25.13269981,0
17_7_1,-16.3105106,4.913659427,20.58522947,0
17_7_2,-16.29106956,4.668459842,20.55442478,0
17_7_3,-16.33848993,4.925465099,20.72486549,0
17_7_4,-16.27692798,4.880195672,20.54037845,0.218016938
17_7_5,-16.37270804,4.614721337,20.65713676,0
17_7_6,-16.50646238,4.532480961,20.84139002,0
17_8_1,-15.15335709,7.35026911,24.93485648,0
17_8_2,-15.11639048,7.068444176,24.96261813,0
17_8_3,-15.12589122,7.40895581,25.07177074,0
17_8_4,-15.14528751,7.322442588,24.87465832,0
17_8_5,-15.10420143,7.028813851,25.12480033,0
17_8_6,-15.05877071,7.058290501,25.39926359,0
17_9_1,1.606894504,20.61872525,64.9923311,0
17_9_2,1.613344859,19.91868686,65.20603928,0
17_9_3,-0.237219583,19.1046232,65.52567669,0
17_9_4,-0.224823196,18.19975464,65.76108043,0
17_9_5,1.657401173,19.02553003,65.54616546,0
17_9_6,1.381699789,18.20622844,65.94620497,0
18_1_1,5.026774972,-41.85384279,-28.91632241,1.629665578
18_1_2,4.92943154,-41.6649309,-29.02269861,0.977731326
18_1_4,5.224751776,-42.01474444,-28.59982409,1.51851784
18_1_5,4.888644147,-41.59669211,-29.10547711,0
18_1_6,4.921778528,-41.63328305,-29.37584607,0
18_10_1,24.64561697,-6.299500344,37.27058328,0.121245753
18_10_2,24.58049061,-6.600361844,37.18934431,0.258714982
18_10_3,24.65433132,-6.57701733,37.31400733,0
18_10_4,24.6192917,-6.297343989,37.23255949,0
18_10_5,24.60538813,-6.8925732,37.20885996,0
18_10_6,24.76239311,-6.107320994,37.35874431,0
18_11_1,42.31878598,-24.90992608,3.455812849,0.741028741
18_11_2,41.63543786,-26.13453107,3.39914472,0.291204446
18_11_3,21.63785859,-44.71141925,2.322418646,0
18_11_4,42.18278205,-25.10348207,3.447370929,0
18_11_5,20.96898617,-45.00060025,0.964742968,0
18_11_6,41.85532584,-26.10762846,3.385474986,0
18_2_1,7.479101189,-24.69741798,17.55550524,0.443720587
18_2_2,7.546726969,-24.48331236,17.54907824,0.653843618
18_2_3,7.753838273,-24.34705705,17.82676823,0
18_2_4,7.617199872,-24.46251116,17.66403942,0.666581548
18_2_5,7.863661185,-24.22243395,17.81348508,0
18_2_6,7.931948122,-24.65019573,17.8562637,0
18_3_1,16.35073795,-27.18390625,-41.91994898,0.05927693
18_3_2,16.56244253,-27.02140068,-41.85601625,0.110482409
18_3_3,16.37250018,-27.19528163,-41.96786429,0
18_3_4,16.3668584,-27.1263388,-41.89922056,0.048593791
18_3_5,16.60408537,-27.3596041,-41.71955418,0
18_3_6,21.08644545,-28.35673608,-39.41217429,0
18_4_1,3.258018059,-22.86155822,14.01713803,0
18_4_2,3.060548151,-22.88122491,13.73397484,0
18_4_3,3.300217356,-22.88175723,14.10211247,0
18_4_4,3.213471889,-22.8104484,13.94298958,0
18_4_5,3.025666581,-22.99856744,13.72906183,0
18_4_6,3.078360037,-23.31731928,13.83640444,0
18_5_1,13.37651259,-39.55759296,-30.00314344,0
18_5_2,14.67494824,-40.45322623,-28.21594884,0
18_5_3,13.64667816,-39.94392125,-29.48866084,0
18_5_4,13.49830474,-39.69376337,-29.72352216,0
18_5_5,13.41258362,-39.79400306,-29.59178806,0
18_5_6,13.28888375,-39.76591978,-29.94803596,0
18_6_1,4.585175807,-46.05394827,-4.34068766,0.071158472
18_6_2,4.611524292,-45.9517231,-4.143750042,0.411422381
18_6_3,4.508235774,-46.08920689,-4.485441678,0
18_6_4,4.079353966,-45.95335858,-5.237772284,0.004738225
18_6_5,4.681672317,-45.98985728,-4.045971065,0
18_6_6,4.305029296,-46.10398226,-5.088706142,0
18_7_1,1.991792519,-36.22624792,4.273665027,0.126035769
18_7_2,1.898605111,-36.08739322,4.246030841,1.080084874
18_7_3,2.032364027,-36.30248892,4.321484788,0
18_7_4,2.051919524,-36.09284826,4.585650945,0.426150188
18_7_5,1.960434206,-36.13443379,4.363064931,0
18_7_6,1.874518959,-36.47650885,3.700158266,0
18_8_1,1.843932243,-32.26938877,9.326091351,0
18_8_2,1.746560276,-32.17754018,9.206340632,0
18_8_3,1.865248274,-32.37185553,9.331527458,0
18_8_4,1.782469347,-32.23427024,9.235586513,0
18_8_5,1.68032774,-32.39670325,8.937601094,0
18_8_6,1.696729465,-32.70751789,8.748786749,0
18_9_1,17.24512699,-64.04491554,-7.247927946,0
18_9_2,18.02417372,-63.9230649,-6.299219661,0
18_9_3,16.48382619,-64.19457948,-8.303620878,0
18_9_4,19.10706526,-63.68593993,-4.820331757,0
18_9_5,20.77792667,-63.35364906,-2.624561754,0
18_9_6,18.57839524,-63.99626817,-5.939519134,0
19_1_1,-11.02240873,-15.8559914,-21.69742553,0
19_1_2,-10.87465136,-15.84446794,-21.62869454,1.00444599
19_1_4,-10.97825835,-15.80802071,-21.65158752,0
19_1_5,-10.86786374,-15.8567694,-21.6366296,0
19_1_6,-11.03950722,-16.14615826,-21.8337546,0
19_10_1,10.15195973,14.29454525,30.28482158,0
19_10_2,9.982569855,14.11208542,30.33559208,0
19_10_3,10.20251638,14.32181541,30.35522932,0
19_10_4,10.10753445,14.25951246,30.2557851,0
19_10_5,10.01108849,14.1063837,30.42776963,0
19_10_6,10.03690171,14.09803369,30.63645412,0
19_11_1,5.882981388,11.72061562,-8.376812739,0.40078779
19_11_2,5.674397761,11.51594017,-8.553989626,0
19_11_3,5.973354409,11.81945673,-8.304767035,0
19_11_4,5.810089466,11.63386888,-8.399784233,0
19_11_5,5.724940147,11.59731398,-8.568062187,0
19_11_6,6.168955225,12.00572299,-8.406573744,0
19_2_1,-1.95902357,4.750573676,8.073169107,0
19_2_2,-2.000244591,4.646146422,7.879589527,0.478049618
19_2_3,-1.975045121,4.726767342,8.111780444,0
19_2_4,-1.978530907,4.684635646,8.005438047,0
19_2_5,-1.989735061,4.717693057,7.924210045,0
19_2_6,-1.881876642,4.939524755,8.339483472,0
19_3_1,7.523756854,12.63332032,-28.68153631,0.058089471
19_3_2,7.397513505,12.40955934,-28.73122558,0.099737225
19_3_3,7.589455373,12.74893617,-28.69350945,0
19_3_4,7.372543258,12.47785795,-28.75439425,0.016584784
19_3_5,7.436243167,12.45076796,-28.80104676,0
19_3_6,7.73415501,12.74882326,-28.76994534,0
19_4_1,-3.677544672,1.766683953,8.333591004,0
19_4_2,-3.685936025,1.688762782,8.123201148,0
19_4_3,-3.699025836,1.773974134,8.431067119,0
19_4_4,-3.66069499,1.743522901,8.243634258,0
19_4_5,-3.734743513,1.692488638,8.216000253,0
19_4_6,-3.738915329,1.762159109,8.61284975,0
19_5_1,-4.114444344,3.803783891,-18.41827143,0
19_5_2,-4.178487121,3.549674921,-18.35932821,0
19_5_3,-4.11085901,3.894357464,-18.4692818,0
19_5_4,-4.099852758,3.75855113,-18.35223955,0
19_5_5,-4.243029922,3.531561878,-18.45457799,0
19_5_6,-4.371874713,3.512892181,-18.75459452,0
19_6_1,-10.83509012,-9.787023437,-2.789869764,0.168141795
19_6_2,-10.65483168,-9.682969845,-3.030301876,0
19_6_3,-10.95197513,-9.87251898,-2.66859169,0
19_6_5,-10.76145053,-9.757268956,-3.04694203,0
19_6_6,-11.10223192,-10.04138795,-3.048806204,0
19_7_1,-6.139903568,-3.961326911,1.864209361,0.352373758
19_7_2,-6.049469116,-3.970945776,1.667799815,0
19_7_3,-6.227626334,-3.988348702,1.94848092,0
19_7_4,-6.078502984,-3.95095403,1.817674446,0
19_7_5,-6.149289787,-3.999495502,1.666524375,0
19_7_6,-6.390230715,-4.073170401,1.712194484,0
19_8_1,-5.090238955,-1.426123036,6.597397872,0
19_8_2,-5.083661919,-1.478934784,6.366081184,0
19_8_3,-5.126227851,-1.427543709,6.736138164,0
19_8_4,-5.061101491,-1.431878048,6.504080973,0
19_8_5,-5.160104667,-1.499407847,6.457314876,0
19_8_6,-5.273093171,-1.529056094,6.795555031,0
19_9_1,-9.388323314,-10.18694496,10.98230423,0
19_9_2,-9.418132268,-10.2387904,10.72145187,0
19_9_3,-9.417869622,-10.2275723,11.09795763,0
19_9_4,-9.358874429,-10.15091895,10.8971524,0
19_9_5,-9.497641647,-10.33556052,10.76603553,0
19_9_6,-9.68533845,-10.59263831,10.99878644,0
2_1_1,6.865449309,-25.47863895,-21.14334092,1.205725006
2_1_2,6.885534925,-25.36925998,-21.10124212,0.66498169
2_1_5,6.895595676,-25.39446974,-21.11721902,0
2_1_6,6.931943595,-25.68897311,-21.3063879,0
2_10_1,35.29123591,-0.580641031,28.33568813,0.364039752
2_10_2,35.11638457,-0.987755788,28.45240472,0
2_10_3,35.3268619,-0.57166282,28.3858781,0
2_10_4,35.27437696,-0.525174856,28.27453326,0.37446726
2_10_5,35.15509184,-1.025993258,28.51047398,0
2_10_6,35.23865791,-1.226409156,28.67858969,0
2_11_1,29.11566743,1.301970805,-3.767899752,0.732503585
2_11_2,28.9447742,1.179083725,-3.89895561,0
2_11_3,29.26032886,1.346861043,-3.635900383,0
2_11_4,29.02278073,1.271547096,-3.835279496,0
2_11_5,29.08535094,1.16879126,-3.76357102,0
2_11_6,29.37596775,1.187027892,-3.573874276,0
2_2_1,13.74581683,-6.805877919,-2.27856826,0.016584784
2_2_2,13.54623823,-7.014818453,-2.49174845,0
2_2_4,13.65108781,-6.881578219,-2.315439461,0.024879208
2_2_5,13.61461593,-6.970897285,-2.521411443,0
2_2_6,14.0398385,-6.697337357,-2.49772162,0
2_3_1,26.93641923,-2.732290034,-25.31113251,0.334356889
2_3_2,27.01557274,-2.350699394,-24.89445953,0.196036519
2_3_3,27.06091005,-2.63577243,-25.26607469,0
2_3_4,26.89100907,-2.691230087,-25.24564125,0.194819433
2_3_5,27.03465453,-2.37361933,-24.94533766,0
2_3_6,26.7122542,-3.22605593,-25.71895651,0
2_4_1,11.02263097,-9.873313897,-0.703153964,0
2_4_2,10.90496774,-9.987218152,-0.926310801,0
2_4_3,11.05151076,-9.860034201,-0.614862843,0.734203206
2_4_4,10.95454011,-9.927573534,-0.732741955,0.642809713
2_4_5,10.97043594,-9.936212396,-0.978511483,0
2_4_6,11.25252032,-9.736301621,-1.105735932,0
2_5_1,15.37973262,-15.28743708,-23.66295554,0
2_5_2,15.2239438,-15.37787292,-23.60358241,0
2_5_3,15.45198842,-15.33014569,-23.71292252,0
2_5_4,15.33114552,-15.24223348,-23.61051273,0
2_5_5,15.24507249,-15.50683348,-23.68198388,0
2_5_6,15.37429897,-15.84108759,-23.91948911,0
2_6_1,5.645791771,-22.8237666,-4.594497202,0.23398368
2_6_2,5.714627897,-22.58387568,-4.807398506,0
2_6_3,5.615936953,-23.00195436,-4.513118733,0
2_6_4,5.668098013,-22.69830837,-4.623947954,0
2_6_5,5.688943324,-22.74789209,-4.848846677,0
2_6_6,5.649652878,-23.17251039,-4.916920378,0
2_7_1,7.052794107,-17.0270666,-3.129069888,0
2_7_2,7.149666261,-16.80584276,-3.265566038,0
2_7_3,6.996898047,-17.19373631,-3.085275061,0
2_7_4,7.089629002,-16.91200862,-3.130659794,0.282416878
2_7_5,7.106894655,-16.95357271,-3.338604542,0
2_7_6,7.010734298,-17.35803329,-3.500979613,0
2_8_1,8.211713105,-15.34171063,1.160516802,0.552056209
2_8_2,8.245709672,-15.16615551,0.838732502,0
2_8_3,8.177656768,-15.49104304,1.348580045,0.458734734
2_8_4,8.235642197,-15.23386252,1.0482521,0.772300475
2_8_5,8.192557044,-15.32432962,0.922174541,0
2_8_6,8.092816436,-15.7689613,1.272262341,0
2_9_1,8.274466733,-19.64375666,4.281228877,0
2_9_2,8.207225032,-19.5598458,4.013967964,0
2_9_3,8.284348797,-19.77710379,4.409634175,0
2_9_4,8.264169061,-19.54851899,4.195681204,0
2_9_5,8.177867612,-19.73054074,4.058289856,0
2_9_6,8.183188035,-20.15409596,4.244593513,0
20_1_1,48.14423926,-68.6778661,124.7417734,1.509653439
20_1_2,23.2286817,-139.660619,53.79384344,1.0925515
20_1_4,-2.759491912,-141.0892212,-55.6540883,1.514071444
20_1_5,59.17683033,-136.2561195,29.09635473,0
20_1_6,14.12395878,-113.723735,-99.22013325,0
20_10_1,26.05005612,-31.5005372,113.8214763,0.106898753
20_10_2,16.9940635,-32.30614081,115.3153273,0
20_10_3,-2.152683136,-25.13094238,118.2670499,0
20_10_4,6.381980506,-22.35615746,118.5724032,0
20_10_5,8.57135899,-22.47099714,118.4131291,0
20_10_6,-1.30073757,-21.15673683,119.0297229,0
20_11_1,51.23177953,-100.1183129,55.07442445,0.602684325
20_11_2,17.45310304,-65.00378508,104.6239192,0.257473302
20_11_3,26.36236857,-123.0828762,5.667361723,0
20_11_4,43.77153545,-101.5638891,58.70377815,0.526005382
20_11_5,55.85072438,-64.88612238,90.09125833,0
20_11_6,-20.93512979,-115.2640771,-46.74141106,0
20_2_1,-7.62176332,-98.49859382,49.22312527,0.419440305
20_2_2,-1.295003475,-53.39907204,95.05732211,0
20_2_3,-4.500681605,-66.42104535,86.9102185,0
20_2_4,-20.44852438,-79.72783188,72.82043658,0.370550437
20_2_5,1.915502289,-56.6965292,93.20433396,0
20_2_6,-27.04735395,-58.71399545,88.33998391,0
20_3_1,100.8021697,-42.15263085,89.11937218,0.072347374
20_3_2,-12.61697108,-52.02882858,130.8805542,0.065216063
20_3_3,67.79182893,-71.73456214,101.4109086,0
20_3_4,57.23981549,-34.55042992,123.9634884,0.041476192
20_3_5,-8.592391546,-28.9880977,137.7883121,0
20_3_6,61.42760833,-123.1501664,36.5410821,0
20_4_1,-9.531433235,-67.22594055,82.05962775,0
20_4_2,-12.34346048,-66.54831251,82.22493057,0
20_4_3,-17.39556512,-102.5079147,28.47636196,0
20_4_4,-8.411271611,-89.0940725,58.92641941,0
20_4_5,-3.4008653,-89.02209522,59.5208256,0
20_4_6,-13.79111065,-68.60821991,80.50192927,0
20_5_1,110.2480485,-30.196666,83.50149292,0
20_5_2,-54.09702622,-58.59730967,117.8537131,0
20_5_3,97.54300596,-89.78880229,52.66490945,0
20_5_4,96.77766483,-80.743889,66.35247236,0
20_5_5,118.1224787,-40.64473896,67.15069441,0
20_5_6,-46.4529092,-94.76744842,96.52553222,0
20_6_1,-39.98248662,-120.7500256,10.26388439,0.319033211
20_6_2,-32.74029097,-123.2551373,4.563735352,0.681080851
20_6_3,8.582803698,-84.7087774,93.64390002,0
20_6_4,-38.08817144,-120.9814712,13.88299711,0
20_6_5,4.510584793,-110.3147983,63.06426979,0
20_6_6,18.7180762,-104.3688398,69.83847337,0
20_7_1,-20.31304648,-87.56367441,55.91112979,0.207009088
20_7_2,-25.06413741,-97.47878773,34.19869782,1.259769724
20_7_3,-26.22123957,-81.85436664,61.65721578,0
20_7_4,-21.81053642,-86.42227412,57.03130588,0.734203206
20_7_5,-15.41608046,-97.37607455,39.71653833,0
20_7_6,-18.31422655,-96.37168107,40.93523567,0
20_8_1,-37.18418509,-91.12005007,48.07467955,0
20_8_2,-37.48801652,-90.7063072,48.51966795,0
20_8_3,-42.90382912,-89.15173515,47.02220078,0
20_8_4,-27.27580679,-62.42686705,84.49235245,0
20_8_5,-11.73150669,-83.68215981,68.7920181,0
20_8_6,-32.61398784,-68.81157885,77.77356134,0
20_9_1,-79.15800786,-106.5700581,-43.34463053,0
20_9_2,75.60046213,-70.654612,91.24357924,0
20_9_3,-61.62358458,-115.3390572,-49.25231375,0
20_9_4,-57.94675161,-124.1852115,-27.20528584,0
20_9_5,35.41512845,-94.61363056,94.76942586,0
20_9_6,-76.01134865,-112.9298929,-31.38097502,0
21_1_1,-26.62789294,-20.63410977,-32.32851075,1.564635975
21_1_2,-26.36566018,-20.62863972,-32.44070892,1.025041374
21_1_4,-26.58325245,-20.67860977,-32.27300328,1.634936839
21_1_5,-26.388565,-20.7409888,-32.37962402,0
21_1_6,-26.39961361,-20.89582195,-32.54531356,0
21_10_1,0.277144816,11.71260507,41.28731456,0
21_10_2,0.392077665,11.52626136,41.25423566,0
21_10_3,0.227906295,11.70278432,41.34751549,0
21_10_4,0.320014276,11.6702572,41.25275683,0.426150188
21_10_5,0.349405433,11.44830145,41.34262973,0
21_10_6,0.303289225,11.39899746,41.53117293,0
21_11_1,-12.89666354,28.92517755,0.772120617,0.261200025
21_11_2,-34.50394709,-9.634468669,-15.61481324,0.08781723
21_11_3,-34.55835959,-9.612936289,-15.897361,0
21_11_4,-34.42954188,-9.554809612,-16.0293537,0.099737225
21_11_5,-36.04484741,-10.6972684,-6.143034085,0
21_11_6,-17.42976496,26.86934902,-0.251487229,0
21_2_1,-16.42448179,-1.061797896,8.31565437,0.347210235
21_2_3,-16.38078873,-1.049523544,8.359654439,0
21_2_4,-16.35572488,-1.058725945,8.262734823,0.563795053
21_2_5,-16.42654516,-1.110147454,8.10470356,0
21_2_6,-16.7804794,-1.173290283,8.263439432,0
21_3_1,-10.40219531,-2.355106776,-49.34451936,0.055714899
21_3_2,-6.664258013,3.369375075,-49.23705595,0.22906215
21_3_3,-10.33236025,-2.169320739,-49.42087015,0
21_3_4,-10.32800673,-2.254235334,-49.31083518,0.154867889
21_3_5,-12.92434558,-3.972220118,-48.703161,0
21_3_6,-10.51713014,-2.813991874,-49.46949211,0
21_4_1,-16.88011982,-3.934460967,8.93925954,0
21_4_2,-16.78967662,-3.94021936,8.729792207,0
21_4_3,-16.90824038,-3.94415806,9.010496188,0
21_4_4,-16.81477286,-3.920444329,8.885026742,0
21_4_5,-16.87671395,-3.969503899,8.729297449,0
21_4_6,-17.14873095,-4.065136444,8.859114149,0
21_5_1,-15.13279329,16.24868982,-36.14368912,0
21_5_2,-30.02320794,-13.33755804,-32.06864073,0
21_5_3,20.14207103,32.61700547,-9.381645613,0
21_5_4,18.94129721,32.00814581,-13.14755204,0
21_5_5,-30.16289531,-13.44105445,-31.97414934,0
21_5_6,-4.920412495,26.23433008,-31.02298327,0
21_6_1,-32.27706058,-21.33379129,-5.155705988,0.289947175
21_6_2,-32.08925462,-21.44679697,-5.20724901,0.658604123
21_6_3,-32.31593916,-21.39881508,-5.053107312,0
21_6_4,-32.21838192,-21.32624616,-5.131881008,0.192386482
21_6_5,-32.12155628,-21.51493782,-5.279706432,0
21_6_6,-32.26768502,-21.62324467,-5.509859347,0
21_7_1,-24.47459797,-12.93049007,2.063523038,0.33692134
21_7_2,-24.34120032,-12.93299313,1.924889229,1.294809405
21_7_3,-24.54286238,-12.95860983,2.107313221,0
21_7_4,-24.41000882,-12.90705739,2.053527671,0.854964059
21_7_5,-24.41568404,-12.98101618,1.87957855,0
21_7_6,-24.62301876,-13.11280104,1.805791607,0
21_8_1,-20.28493019,-7.505352328,6.864381637,0
21_8_2,-20.17699728,-7.500355685,6.689531378,0
21_8_3,-20.35104785,-7.527132292,6.926266555,0
21_8_4,-20.21807573,-7.486025461,6.83009744,0
21_8_5,-20.26932916,-7.535331521,6.669581599,0
21_8_6,-20.5143553,-7.64351326,6.694787588,0
21_9_1,-42.62779093,-45.09064811,-18.09476616,0.453259001
21_9_2,-42.50490467,-45.23302941,-17.86727121,0
21_9_3,-42.53412383,-45.35579745,-17.73440044,0
21_9_4,-42.58011764,-45.18170249,-17.86519106,0
21_9_5,-42.71071286,-45.06539185,-17.86168116,0
21_9_6,-40.81623042,-48.76703609,7.267966447,0
22_1_1,-16.79413158,-13.11617993,-29.75383836,1.202831676
22_1_2,-16.66705075,-13.15772642,-29.66793813,0.69248668
22_1_4,-16.73824228,-13.0421314,-29.7304037,1.085048739
22_1_5,-16.63583696,-13.16124585,-29.71096087,0
22_1_6,-16.6366077,-13.35124865,-30.00645833,0
22_10_1,10.88303526,19.97784569,32.37908678,0
22_10_2,11.2322508,20.15033953,32.02794971,0
22_10_3,12.02429776,20.56505613,31.65721033,0
22_10_4,10.61619477,20.08826167,32.29297343,0.38889774
22_10_5,11.8415654,20.37685778,31.7522261,0
22_10_6,11.93923445,20.32289819,31.9855766,0
22_11_1,-19.60964425,4.554281565,-23.96890298,0
22_11_2,-2.631327751,19.02529187,-20.858149,0
22_11_3,-23.14447812,1.464534585,-21.57209102,0
