Catalyst,x,y,z,ddG (% ee)
22_11_4,-19.45277391,4.619187664,-23.98712447,0
22_11_5,-19.07173239,4.869272177,-24.23332279,0
22_11_6,-2.03850715,19.79061882,-20.56246873,0
22_2_1,-11.93138627,6.757498962,-4.561385605,0
22_2_3,-11.92098293,6.778347016,-4.491564364,0
22_2_4,-11.87227437,6.707565763,-4.554059903,0
22_2_5,-11.98862988,6.527270123,-4.67611316,0
22_2_6,-12.30266128,6.626895291,-4.849462892,0
22_3_1,1.733402109,10.08875614,-41.74824008,0.053340774
22_3_2,3.027017942,11.20372486,-41.11062278,0.133228549
22_3_3,2.616102831,10.91735863,-41.43225392,0
22_3_4,2.863380584,11.11263528,-41.21549481,0.054527782
22_3_5,3.272612027,11.43941328,-41.06633842,0
22_3_6,3.657796813,11.75772001,-41.08047147,0
22_4_1,-14.70457651,2.876999713,-4.776889019,0
22_4_2,-14.42499684,2.869652257,-4.921508942,0
22_4_3,-14.81121833,2.876782531,-4.724597993,0
22_4_4,-14.5897096,2.880851955,-4.77996476,0.939127388
22_4_5,-14.5252806,2.858477899,-4.987053734,0
22_4_6,-14.91279347,2.787801157,-5.114206221,0
22_5_1,-11.64318598,-3.357118351,-35.19259539,0
22_5_2,-11.5041727,-3.30191701,-35.13170433,0
22_5_3,-11.73827946,-3.106056835,-35.18942618,0
22_5_4,-11.67040151,-3.146887843,-35.08673655,0
22_5_5,-11.54356592,-3.168121042,-35.18190997,0
22_5_6,-11.5921895,-3.907821555,-35.52283573,0
22_6_1,-25.25660777,-12.73371508,-14.1421959,0
22_6_2,-25.06479085,-12.88348805,-14.14523547,0
22_6_3,-25.3390148,-12.80639495,-14.11592101,0
22_6_4,-25.19428893,-12.74698988,-14.09931232,0
22_6_5,-25.11018629,-12.97539189,-14.21053359,0
22_6_6,-25.23191075,-13.19051614,-14.39716946,0
22_7_1,-21.514694,-7.566831242,-9.940720063,0.283670357
22_7_2,-21.31096037,-7.585154576,-10.01888166,0
22_7_3,-21.62297327,-7.604197256,-9.909488723,0
22_7_4,-21.43512861,-7.547327804,-9.933280531,0.308875341
22_7_5,-21.39144927,-7.652124646,-10.06367455,0
22_7_6,-21.61223595,-7.803419641,-10.16489476,0.673003155
22_8_1,-19.15142512,-1.948769832,-7.086954859,0
22_8_2,-18.90662533,-1.951839031,-7.221488113,0
22_8_3,-19.28617368,-1.96861979,-7.047817921,0
22_8_4,-19.05174727,-1.931090494,-7.096540437,0
22_8_5,-19.01063831,-1.989288611,-7.270270882,0
22_8_6,-19.27879118,-2.081789341,-7.360651932,0
22_9_1,-28.3695217,-19.98116239,-13.14643817,0.424806124
22_9_2,-28.39274273,-19.66066185,-13.17303378,0
22_9_3,-28.33563458,-20.35337266,-12.96578559,0
22_9_4,-28.31843773,-19.98761594,-13.08330675,0
22_9_5,-28.48868337,-19.5992036,-13.25181449,0
22_9_6,-28.58336927,-19.70283858,-13.51604578,0
23_1_1,9.192078311,165.2727188,-78.31892263,1.483720182
23_1_2,-61.65102048,103.9379323,-138.4326644,1.046149886
23_1_4,-45.57261237,88.88964128,-154.3630902,1.588915328
23_1_5,-68.27533517,143.0113655,-92.42757703,0
23_1_6,83.72350071,158.7721502,34.05510152,0
23_10_1,6.95600055,118.9443453,111.327106,0
23_10_2,-39.15341653,152.800586,-42.46969786,0
23_10_3,-2.045783343,156.4760625,-46.01363209,0
23_10_4,147.1799897,62.04056167,35.71457395,0
23_10_5,52.30536787,115.3170824,102.4399617,0
23_10_6,58.79555299,116.6905745,97.26202298,0
23_11_1,-54.55064445,168.2272325,38.76331811,0
23_11_2,6.719339139,115.5809024,-139.676524,0
23_11_3,-178.4516228,-3.2808776,37.07324929,0
23_11_4,24.64463584,178.9901748,5.316296545,0
23_11_5,-9.000166314,178.4413254,28.13688559,0
23_11_6,-15.49392188,178.176057,27.476308,0
23_2_1,95.3147109,84.93879385,98.36175643,0
23_2_3,94.29143804,94.43992561,90.19551239,0
23_2_4,50.63108055,150.3763408,-28.20683814,0
23_2_5,-30.31743057,122.0950951,101.1413534,0
23_2_6,49.73096631,148.5964613,-38.31752606,0
23_3_1,89.06491771,133.5916505,77.96034184,0.011845895
23_3_2,-17.02295828,152.8710012,-91.54512415,0.046220894
23_3_3,-4.717956132,169.2914355,-57.56583382,0
23_3_4,133.7864229,110.9058251,41.55668498,0.021324203
23_3_5,-36.54868808,143.744382,-100.434011,0
23_3_6,95.81708539,112.7542682,99.95587983,0
23_4_1,68.07514178,126.308502,47.31593876,0
23_4_2,-35.00841393,99.18090147,109.7919908,0
23_4_3,-10.77067707,34.68010629,-149.0563477,0
23_4_4,57.47835876,131.2800719,47.64743401,0
23_4_5,53.21225397,127.1154872,61.92605027,0
23_4_6,20.53390754,120.9292245,88.65323697,0
23_5_1,54.26595846,152.4005443,50.78540007,0
23_5_2,23.45993688,167.9277483,1.18405446,0
23_5_3,137.591293,86.08988053,50.73869255,0
23_5_4,100.4903405,128.7744661,45.77057814,0
23_5_5,70.35144808,150.9064934,31.80920343,0
23_5_6,104.6302563,133.8570211,2.480360744,0
23_6_1,8.923118563,153.6519824,58.46617214,0.065216063
23_6_2,-13.24325935,137.9225268,89.35613857,0
23_6_3,-25.14169597,138.4649019,86.1292592,0
23_6_4,-68.63509849,150.3711996,-3.421530898,0
23_6_5,-22.85131605,140.5145107,83.30361679,0
23_6_6,29.49440309,111.6724551,117.5241481,0
23_7_1,-19.22161544,139.1150811,43.61664854,0.160896492
23_7_2,-17.58636728,143.5880326,26.03368247,0
23_7_3,-4.990794783,144.7151605,24.60449954,0
23_7_4,-30.14496195,134.1441144,52.67230809,0
23_7_5,-4.68656687,146.6588643,7.031180326,0
23_7_6,-17.34576464,142.1709408,33.31804823,0
23_8_1,62.84235387,113.5696516,78.76320552,0
23_8_2,-6.735585093,151.7916516,-7.487500373,0
23_8_3,26.57889844,132.0504852,70.15365014,0
23_8_4,12.87025699,151.3702746,-3.140157832,0
23_8_5,21.77056302,129.3657416,76.57258901,0
23_8_6,-35.35894793,146.5120641,22.43718712,0
23_9_1,80.64473804,66.47163841,143.4835256,0
23_9_2,156.4637919,25.99276656,80.82503242,0
23_9_3,43.16684946,87.97498214,147.9039262,0
23_9_4,173.8157893,9.85858477,-41.78151632,0
23_9_5,99.00660924,141.3894834,-42.27282077,0
23_9_6,23.4228303,113.0819705,-135.7302654,0
24_1_1,-20.78014049,-2.957406193,-25.43278891,1.555161079
24_1_2,-20.64139967,-3.130494438,-25.35519032,1.018120793
24_1_4,-20.68290772,-2.921109242,-25.4106237,0
24_1_5,-20.82838631,-3.393362951,-25.29771852,0
24_1_6,-20.97033547,-3.426833688,-25.49045552,0
24_10_1,12.38895948,27.363109,32.89885373,0
24_10_2,12.34515717,27.172223,33.00250674,0
24_10_3,12.40125965,27.37247849,32.93784815,0
24_10_4,12.49370204,27.29371633,32.87619451,0
24_10_5,12.32763778,27.13868681,33.08262254,0
24_10_6,12.2285582,27.22565977,33.32352446,0
24_11_1,-0.338390313,28.15766528,-0.917518903,0.430188717
24_11_2,-0.505113029,28.0184179,-1.144776621,0
24_11_3,-0.349083161,28.25982827,-0.764852989,0
24_11_4,-0.391641057,28.0850297,-0.955496901,0
24_11_5,-0.564663022,28.11445057,-1.007382338,0
24_11_6,-0.426471265,28.34392085,-1.226359501,0
24_2_1,-5.511573678,16.23454065,9.722379628,0
24_2_3,-5.503749859,16.22019802,9.760878833,0
24_2_4,-5.523818168,16.16621114,9.672727284,0.521710206
24_2_5,-5.65774749,16.1615476,9.59835953,0
24_2_6,-5.588684995,16.47967273,9.811471634,0
24_3_1,9.93495596,29.12413167,-27.49946145,0.009476602
24_3_2,9.642695704,28.84251207,-27.81237656,0.041476192
24_3_3,9.965189288,29.22058718,-27.51436805,0
24_3_4,9.935389168,29.08641052,-27.45580907,0.007107385
24_3_5,9.75979487,28.97771394,-27.7446495,0
24_3_6,10.20961111,29.31924329,-27.3101113,0
24_4_1,-7.641298838,12.01501381,11.46400595,0
24_4_2,-7.788382727,11.83950314,11.3144621,0
24_4_3,-7.630662062,12.05844047,11.54668629,0
24_4_4,-7.661910223,11.94263262,11.40773846,0
24_4_5,-7.840006004,11.90295062,11.34568,0
24_4_6,-7.748279227,12.24355928,11.52722305,0
24_5_1,-6.941204807,20.10087966,-18.58025745,0
24_5_2,-7.873155209,19.08722257,-19.26119853,0
24_5_3,-7.697186791,19.6158485,-19.09329708,0
24_5_4,-7.371730213,19.66087763,-18.85628965,0
24_5_5,-7.22092194,19.77492855,-18.82497375,0
24_5_6,-7.769515632,19.46436761,-19.38358585,0
24_6_1,-22.68273473,5.160608068,4.360760926,0
24_6_2,-22.31555206,5.476934623,4.693476615,0
24_6_3,-22.78331203,5.183870183,4.411803254,0
24_6_4,-22.41074818,5.438777996,4.652947186,0
24_6_5,-22.75316958,5.025269577,4.207521568,0
24_6_6,-22.74224563,5.428639334,4.624530159,0
24_7_1,-15.83829632,8.419318564,8.132135371,0.36794358
24_7_2,-15.57575548,8.487742903,8.116522063,0
24_7_3,-15.93993525,8.461130111,8.202394861,0
24_7_4,-15.72511106,8.426644841,8.126115109,0.800913909
24_7_5,-15.60212666,8.614527851,8.188351452,0
24_7_6,-15.80296721,8.76485724,8.271121441,0
24_8_1,-11.86703877,9.47371858,11.69495986,0
24_8_2,-12.00905562,9.205696269,11.58204574,0
24_8_3,-11.89610778,9.557271876,11.77398584,0
24_8_4,-11.84481668,9.408807097,11.65166014,0
24_8_5,-12.11979447,9.232693891,11.61511514,0
24_8_6,-12.33191364,9.376877816,11.73041925,0
24_9_1,-11.76900237,17.3205871,24.58640648,0
24_9_2,-11.93034299,17.26926045,24.45924399,0
24_9_3,-11.69307601,17.29475629,24.73775781,0
24_9_4,-11.73574965,17.19688108,24.64501653,0
24_9_5,-12.12254577,17.23393139,24.47809031,0
24_9_6,-12.21489854,17.19040626,24.86503882,0
25_1_1,-9.948330644,-19.56802443,-21.77049794,0
25_1_2,-9.791902007,-19.46294378,-21.78848566,0
25_1_4,-9.90947626,-19.50435988,-21.73881657,0
25_1_5,-9.789543326,-19.49464231,-21.81239324,0
25_1_6,-9.896038466,-19.80285197,-22.0056498,0
25_10_1,17.1633939,1.770517151,38.14297285,0
25_10_2,13.36470568,-7.312391479,39.40346404,0
25_10_3,21.41161633,10.67340252,33.71717618,0
25_10_4,18.50671477,4.965933794,36.97331254,0
25_10_5,22.19877814,12.0549266,32.50276277,0
25_10_6,22.20924154,11.98280272,32.76394988,0
25_11_1,15.25290224,10.52917366,-18.44297361,0
25_11_2,-8.864517915,-23.66392868,-21.29542304,0
25_11_3,2.027131936,-5.614278097,-29.07124352,0
25_11_4,-9.024208943,-23.742584,-21.17500826,0
25_11_5,6.035976532,0.200696861,-27.01041528,0
25_11_6,-8.972779681,-24.09675737,-21.45525024,0
25_2_1,11.99281027,11.96259043,9.177393189,0.257473302
25_2_3,11.962117,11.93647238,9.236921222,0
25_2_4,11.85688268,11.83198056,9.279921199,0
25_2_5,11.78872198,11.76489157,9.396778158,0
25_2_6,12.13832329,13.62590065,5.394604164,0
25_3_1,8.901425183,0.436054266,-38.28604955,0
25_3_2,8.803091051,0.242913256,-38.29312727,0
25_3_3,9.189236646,0.8952029,-38.20059041,0
25_3_4,8.752446429,0.221066184,-38.31066392,0
25_3_5,9.248192541,0.971992899,-38.12653814,0
25_3_6,8.683916316,-0.187034333,-38.70517396,0
25_4_1,7.765920653,9.36426389,15.33232473,0
25_4_2,8.308884448,10.08074749,14.28407306,0
25_4_3,8.538090438,10.35974235,14.39229235,0
25_4_4,-17.3173835,-14.27535317,-5.94358833,0
25_4_5,-16.97052438,-17.21096914,1.233491639,0
25_4_6,8.401507536,10.14774514,14.76122567,0
25_5_1,0.409337527,-15.23121475,-33.21588629,0
25_5_2,0.552326141,-15.05190614,-33.18243129,0
25_5_3,0.397783913,-15.27936362,-33.26876181,0
25_5_4,0.424957669,-15.19215192,-33.1609575,0
25_5_5,0.571642492,-15.073797,-33.27034909,0
25_5_6,0.49148238,-15.42999712,-33.49078773,0
25_6_1,-12.36167952,-17.41439895,-5.215619427,0
25_6_2,-12.21551732,-17.24280754,-5.471387107,0
25_6_3,-12.45651226,-17.56983909,-5.143730953,0
25_6_4,-12.3049508,-17.31635314,-5.231263595,0
25_6_5,-12.28744885,-17.40405161,-5.562187467,0
25_6_6,-12.41555661,-17.77450038,-5.737077307,0
25_7_1,-10.18840371,-14.70544661,-2.15759024,0.236447428
25_7_2,-10.01341684,-14.35302577,-2.727059171,0
25_7_3,-10.30631119,-14.91371077,-1.902309663,0
25_7_4,-10.10494965,-14.57725,-2.270006415,0
25_7_5,-10.13989816,-14.47393211,-2.773666541,0
25_7_6,-10.39925229,-14.81789801,-2.770791426,0
25_8_1,-10.5949415,-14.82486164,9.984110411,0
25_8_2,-10.96946082,-14.96080355,8.975231431,0
25_8_3,-6.31392217,-10.16682303,15.72029935,0
25_8_4,-5.880175801,-9.56557439,15.74129538,0
25_8_5,-11.15286715,-15.1297341,8.839624822,0
25_8_6,-11.22115997,-15.37036685,9.105248837,0
25_9_1,-7.264757632,-11.58424993,28.85471943,0
25_9_2,-6.536258271,-10.70687059,29.22990448,0
25_9_3,-17.09228251,-21.2240713,17.14185068,0
25_9_4,-6.697876564,-10.90396692,29.17733505,0
25_9_5,-6.474354063,-10.720093,29.38660797,0
25_9_6,-6.382971358,-10.77414309,29.60967007,0
26_1_1,-13.01267065,-4.996118345,-29.86101468,0
26_1_2,-12.92743498,-5.052063171,-29.65551157,0
26_1_4,-12.97060404,-4.914800012,-29.77113124,0
26_1_5,-12.97943818,-5.294529648,-29.69912272,0
26_1_6,-13.05450789,-5.625496817,-30.00130104,0
26_10_1,19.49644789,27.34872848,30.96240094,0
26_10_2,11.21792609,30.11516078,31.44846444,0
26_10_3,19.54296658,27.32312039,31.0009515,0
26_10_4,12.28356171,30.35358043,30.89041275,0
26_10_5,19.48092405,27.21294886,31.03601037,0
26_10_6,19.49576052,27.517068,31.03776095,0
26_11_1,6.656340805,18.88037883,-5.634924656,0
26_11_2,6.573907809,18.71161942,-5.619163832,0
26_11_3,6.754882975,18.97651078,-5.572332422,0
26_11_4,6.592047382,18.80350102,-5.636656287,0
26_11_5,6.720197831,18.805368,-5.571398471,0
26_11_6,6.97778167,19.04987269,-5.625593276,0
26_2_1,1.311782945,10.29854944,4.109028374,0
26_2_3,1.30663993,10.28217966,4.148151925,0
26_2_4,1.276274856,10.21670238,4.048013542,0
26_2_5,1.240546346,10.21210471,3.909955824,0
26_2_6,1.445350891,10.56534731,4.166741752,0
26_3_1,9.756495662,18.70883664,-30.92236594,0
26_3_2,9.529914027,18.42241745,-31.09371755,0.00118455
26_3_3,9.737922835,18.73321494,-31.02602604,0
26_3_4,9.881480763,18.80551362,-30.72431237,0
26_3_5,9.505228816,18.43253363,-31.21742773,0
26_3_6,9.932632439,18.82431956,-30.97467278,0
26_4_1,-1.348404748,6.039309187,4.673586047,0
26_4_2,-1.406163507,5.865742632,4.45680697,0
26_4_3,-1.341320591,6.088560252,4.761620479,0
26_4_4,-1.366995648,5.960497553,4.610337702,0
26_4_5,-1.400608379,5.954777067,4.476486041,0
26_4_6,-1.262503082,6.269171829,4.691929963,0
26_5_1,-4.597339516,12.70248694,-25.23478976,0
26_5_2,-4.67056384,12.4052278,-25.22521492,0
26_5_3,-4.859711374,12.54541479,-25.42481783,0
26_5_4,-4.809388131,12.41047889,-25.31173849,0
26_5_5,-4.644082518,12.50537846,-25.29057726,0
26_5_6,-5.009498971,12.26516486,-25.70937732,0
26_6_1,-16.0783466,-1.593403782,-2.903885194,0
26_6_2,-15.83508125,-1.70463945,-2.998234927,0
26_6_3,-16.35047131,-1.696295411,-2.613476248,0
26_6_4,-15.96310441,-1.595455098,-2.860083155,0
26_6_5,-16.04575334,-1.808978993,-3.057096017,0
26_6_6,-16.33424526,-1.862783589,-3.421721811,0
26_7_1,-6.072395068,3.911365109,1.14538301,0.132029087
26_7_2,-6.072529731,3.674034789,0.937546656,0
26_7_3,-6.146381187,3.988470887,1.228140355,0
26_7_4,-6.037392612,3.836717536,1.103695825,0
26_7_5,-6.178816634,3.718185702,0.928521916,0
26_7_6,-6.342627571,3.868568535,0.897236382,0
26_8_1,-3.682296978,4.557289487,3.350880524,0
26_8_2,-3.696775574,4.393641337,3.114612145,0
26_8_3,-3.710638005,4.637407434,3.441777119,0
26_8_4,-3.674209538,4.48282017,3.289591707,0
26_8_5,-3.73747843,4.476469101,3.121750931,0
26_8_6,-3.76025043,4.74495712,3.18918307,0
26_9_1,-8.229747198,0.515480128,23.64086424,0
26_9_2,-10.24340075,-1.702186322,22.99853362,0
26_9_3,-10.37663934,-1.839131746,23.16641897,0
26_9_4,-10.56500828,-1.927090479,22.88485258,0
26_9_5,-8.638064117,-0.078505804,23.58654987,0
26_9_6,-8.997765557,-0.580139113,23.87532365,0
27_1_1,-77.72425112,36.14890689,-27.76811,1.166169293
27_1_4,-77.14514946,18.13794538,-44.02153125,0
27_1_5,-77.78139596,22.68598736,-40.05422681,0
27_1_6,-88.11871927,11.11573544,-18.39304383,0
27_10_1,-38.59319325,52.60830923,47.03844867,0
27_10_2,-38.48545657,52.53119971,47.13267279,0
27_10_3,-38.22697105,52.20940679,47.79278807,0
27_10_4,-40.2173989,53.91484526,44.0892875,0
27_10_5,-39.50538637,53.70504143,44.91854193,0
27_10_6,-38.40082419,52.39504393,47.56839088,0
27_11_1,-50.45629822,55.60556746,10.7080751,0
27_11_2,-55.69085982,51.90892798,0.045362263,0
27_11_3,-56.85843229,50.80189025,-1.84165046,0
27_11_4,-56.44237442,51.17400117,-1.158414704,0
27_11_5,-55.16562805,52.29391024,3.580832755,0
27_11_6,-50.42941274,55.7365933,10.59961613,0
27_2_1,-47.53701932,44.62743336,16.63912022,0
27_2_3,-47.8946108,44.46138203,16.11703642,0
27_2_4,-46.37094059,44.9124148,18.73726203,0
27_2_5,-48.83809805,43.94225962,14.63282568,0
27_2_6,-48.11145821,44.48948103,15.73010288,0
27_3_1,-64.225872,38.16746486,-57.10257073,0.002369103
27_3_2,-68.1487512,47.34663814,-43.51581217,0.009476602
27_3_3,-67.14449906,51.99769247,-39.29733157,0
27_3_4,-67.69891322,50.2728705,-40.60437973,0
27_3_5,-18.16694244,62.21034705,63.42303044,0
27_3_6,-67.76038887,49.20109951,-42.17280902,0
27_4_1,-46.14283768,40.53614318,22.49589359,0
27_4_2,-46.00373462,40.43486206,22.7801929,0
27_4_3,-46.44834132,40.53232039,21.97783555,0
27_4_4,-46.24765492,40.49649479,22.26458727,0
27_4_5,-46.72378432,40.40962221,21.48551011,0
27_4_6,-45.94786556,40.58345911,23.04124301,0
27_5_1,-67.92675133,43.93081986,-28.24137776,0
27_5_2,-66.10903518,48.78402119,-23.53533019,0
27_5_3,-67.90519998,44.06451845,-28.12760084,0
27_5_4,-68.1627564,43.18857542,-28.82522306,0
27_5_5,-68.01805653,43.67775412,-28.38214502,0
27_5_6,-67.6234133,45.38656719,-26.70579038,0
27_6_1,-61.79864978,42.93404714,6.15064676,0
27_6_2,-60.92616893,43.65131645,8.305803369,0
27_6_3,-62.46793791,42.31742304,4.591129594,0
27_6_4,-62.19238335,42.4886202,5.080934842,0
27_6_5,-58.08147855,44.71057659,17.79338675,0
27_6_6,-61.50734289,43.3015271,7.155817132,0
27_7_1,-51.48400026,39.40856621,15.83431671,0
27_7_2,-51.95945462,39.23446555,14.49895055,0
27_7_3,-51.85298579,39.43019737,14.86608049,0
27_7_4,-51.81595236,39.33077823,14.84862573,0
27_7_5,-52.31836175,39.17332222,13.71053029,0
27_7_6,-51.83814222,39.35777372,15.19641523,0
27_8_1,-49.58703591,41.4143925,24.74985395,0
27_8_2,-51.06906944,40.98617912,22.34625214,0
27_8_3,-50.61679422,41.20071226,23.25422012,0
27_8_4,-52.09697152,40.77441831,20.44144237,0
27_8_5,-49.97708571,41.31092853,24.22977783,0
27_8_6,-49.88596115,41.39802068,24.49322657,0
27_9_1,-70.5553445,39.68268845,16.92135512,0
27_9_2,-54.55452917,42.23849239,44.10124718,0
27_9_3,-57.85486462,42.64806855,39.62432274,0
27_9_4,-71.70556279,39.16673683,12.91816048,0
27_9_5,-73.40009856,37.74756681,6.451417964,0
27_9_6,-54.5833779,41.92228816,44.62729003,0
28_1_1,-16.20858366,-1.759747465,-48.72857015,0
28_1_4,-16.12565324,-1.994171912,-48.72123883,0
28_1_5,-15.99796812,-1.946986254,-48.73797914,0
28_1_6,16.73668404,35.19380076,-25.25724776,0
28_10_1,23.63726635,34.32914271,24.42814806,0
28_10_2,24.44239787,33.39470372,25.01533716,0
28_10_3,24.35620123,33.54889695,25.06069591,0
28_10_4,24.46510333,33.37429647,25.10593684,0
28_10_5,19.30555793,39.82142005,17.42076803,0
28_10_6,19.64494897,39.76106665,17.7329669,0
28_11_1,16.69416489,37.89775109,-7.654422458,0
28_11_2,-3.836809902,32.47928794,-27.60827597,0
28_11_3,16.84473398,37.95608566,-7.5281195,0
28_11_4,16.5474353,37.88397417,-7.781631806,0
28_11_5,9.723620512,38.41655572,-13.76040111,0
28_11_6,11.60744484,38.66694242,-12.02322399,0
28_2_1,12.20795143,28.9320479,4.947338838,0.33692134
28_2_3,-5.403527092,28.00732232,-11.93268951,0
28_2_4,-8.383796233,26.41165237,-13.60325218,0
28_2_5,13.49981551,28.94941605,2.149208966,0
28_2_6,13.7657645,29.11616683,2.236240566,0
28_3_1,1.050665804,20.8788775,-45.38444273,0.00118455
28_3_2,2.142701883,22.09212846,-44.49499953,0.003553661
28_3_3,0.969278475,20.80028731,-45.51884919,0
28_3_4,1.692296769,21.65137125,-44.83587643,0.015400018
28_3_5,1.992666344,21.97916263,-44.67741983,0
28_3_6,2.497629947,22.51356137,-44.44208767,0
28_4_1,8.997024046,26.04690067,2.754443088,0
28_4_2,8.999973523,25.85389396,2.961426134,0
28_4_3,9.16291963,26.01283919,3.136896099,0
28_4_4,9.073446828,25.92555061,3.004947939,0
28_4_5,-4.657546596,25.31007806,-5.880354208,0
28_4_6,9.453696395,26.06984741,3.079621742,0
28_5_1,-11.99963732,12.66232545,-44.77597777,0
28_5_2,-11.97610159,12.74242857,-44.63770127,0
28_5_3,-12.01153183,13.04029358,-44.67973068,0
28_5_4,-11.97027529,12.62456473,-44.7438822,0
28_5_5,-12.02687959,12.74498015,-44.72646771,0
28_5_6,-12.01384975,12.14586853,-45.15218788,0
28_6_1,-27.20221302,12.68278717,-26.4045833,0.334356889
28_6_2,-26.96983503,12.84231986,-26.430306,0
28_6_3,12.77455329,35.49071006,0.500322538,0
28_6_4,8.195019936,36.27450176,-3.461926746,0
28_6_5,-27.08100428,12.70225429,-26.58673215,0
28_6_6,-27.16210102,12.60259884,-26.89172486,0
28_7_1,-17.65486976,15.1779501,-15.13014418,0.419440305
28_7_2,6.191434262,26.27357662,-0.402269338,0
28_7_3,-17.79914634,15.16662674,-15.18748122,0
28_7_4,-17.54081057,15.21222877,-15.062792,0
28_7_5,-17.72445256,14.96155954,-15.24504147,0
28_7_6,6.514546977,26.56444268,-0.426081166,0
28_8_1,-11.87419864,17.98809205,-10.25919254,0
28_8_2,4.694879434,23.38967115,3.261792694,0
28_8_3,4.874438291,23.80552439,1.839821395,0
28_8_4,4.793005172,23.65181986,1.793769639,0
28_8_5,-11.24167309,18.43370037,-9.814139431,0
28_8_6,-11.73108411,18.34343744,-10.13797927,0
28_9_1,-31.22977101,-2.335577176,-38.42700487,0
28_9_2,24.02437071,37.30359641,8.695392108,0
28_9_3,23.44294787,37.80312064,8.457425242,0
28_9_4,-31.54580685,5.618809323,-36.41611425,0
28_9_5,-30.80825832,-4.762334044,-38.85841752,0
28_9_6,-31.62941991,-0.54544688,-38.03681912,0
29_1_1,-6.247470652,-18.186232,-21.34169315,0
29_1_4,-6.233219978,-18.13056984,-21.28889576,0
29_1_5,-6.176029435,-18.12542632,-21.24321673,0
29_1_6,-6.23477358,-18.44144843,-21.46606482,0
29_10_1,14.45354555,7.149105186,28.39864807,0
29_10_2,14.31331098,6.996155659,28.40967557,0
29_10_3,14.47112603,7.136179794,28.48049546,0
29_10_4,14.4084886,7.121452793,28.3668594,0
29_10_5,14.29865189,6.924734181,28.52460278,0
29_10_6,14.36563258,6.856794627,28.75256346,0
29_11_1,9.794682329,7.309616278,-13.07383557,0
29_11_2,9.343304697,6.894162765,-13.44017765,0
29_11_3,10.0172437,7.508666018,-12.91379225,0
29_11_4,9.618755836,7.155625999,-13.17141587,0
29_11_5,9.45224304,6.995553726,-13.41820978,0
29_11_6,9.823410955,7.300002029,-13.48466643,0
29_2_1,0.052326724,-2.071913398,1.876963954,0.30002355
29_2_3,0.053762101,-2.081682952,1.933204353,0
29_2_4,0.030203351,-2.11792296,1.806305237,0
29_2_5,-0.009956235,-2.134377336,1.62116976,0
29_2_6,0.092797786,-1.892558671,1.73739368,0
29_3_1,8.150252421,1.07521069,-32.66787657,0.02369416
29_3_2,8.032176201,0.882547002,-32.64500553,0.118852236
29_3_3,8.190766534,1.118999162,-32.73604253,0
29_3_4,8.131570833,1.063823279,-32.61241977,0.049780385
29_3_5,8.259632107,1.137689617,-32.60667241,0
29_3_6,8.293825857,0.982013883,-32.88510515,0
29_4_1,-1.622225621,-4.535067408,2.980542092,0
29_4_2,-1.622953036,-4.571507872,2.745584042,0
29_4_3,-1.63425117,-4.548170204,3.086350424,0
29_4_4,-1.611826729,-4.538846849,2.904164864,0
29_4_5,-1.658923972,-4.593364951,2.789417798,0
29_4_6,-1.731956883,-4.670799284,3.102847143,0
29_5_1,-0.62530922,-8.805253274,-23.7973853,0
29_5_2,-0.675831893,-8.938882903,-23.65898056,0
29_5_3,-0.614142229,-8.803753543,-23.88670342,0
29_5_4,-0.627363449,-8.789700967,-23.71778623,0
