Catalyst,x,y,z,ddG (% ee)
29_5_5,-0.702603539,-9.028529454,-23.75383911,0
29_5_6,-0.724629395,-9.24656765,-24.0594015,0
29_6_1,-8.255439362,-17.83194346,-5.179650918,0.106898753
29_6_2,-8.147810555,-17.62759892,-5.346803594,0.581599471
29_6_3,-8.31356878,-17.944771,-5.108333159,0
29_6_4,-8.206844575,-17.73178541,-5.192469193,0
29_6_5,-8.201293425,-17.73314205,-5.394539939,0
29_6_6,-8.356622773,-18.11113027,-5.490580041,0
29_7_1,-5.11425471,-10.98352957,-1.60997003,0
29_7_2,-5.00444396,-10.86936999,-1.749433769,1.328165534
29_7_3,-5.180941443,-11.06157281,-1.549453496,0
29_7_4,-5.059154186,-10.92177752,-1.62982725,0.704009231
29_7_5,-5.074528288,-10.9432454,-1.778304813,0
29_7_6,-5.266487781,-11.19056432,-1.80381113,0
29_8_1,-2.79952362,-6.644231288,1.890184716,0
29_8_2,-2.741227357,-6.603242097,1.684487296,0
29_8_3,-2.853202067,-6.698621824,1.984711322,0
29_8_4,-2.761046323,-6.611567655,1.832779346,0
29_8_5,-2.804243202,-6.653183504,1.697746115,0
29_8_6,-2.959868656,-6.806205609,1.794054097,0
29_9_1,-12.12364864,-28.3957658,0.246787496,0
29_9_2,-12.08541547,-28.36977003,-0.03720108,0
29_9_3,-12.14976582,-28.46157782,0.309745304,0
29_9_4,-12.10202839,-28.33951806,0.233073109,0
29_9_5,-12.11636163,-28.46428576,-0.131676727,0
29_9_6,-12.19974957,-28.75890442,-0.39226171,0
3_1_1,6.400665662,-21.4671143,-22.46811062,1.53659549
3_1_2,6.336480127,-21.55470973,-22.30917789,1.067804876
3_1_5,6.322996667,-21.60861937,-22.3142556,0
3_1_6,6.363546497,-21.95543825,-22.55165288,0
3_10_1,35.4458756,7.011067119,25.88973532,0.0842448
3_10_2,35.48298171,7.156597848,25.63436409,0
3_10_3,35.48539545,7.05071137,25.90879345,0
3_10_4,35.44645341,7.071667189,25.78281952,0.176610512
3_10_5,35.38065655,6.841969095,25.99407235,0
3_10_6,35.71537066,7.302905882,25.64704516,0
3_11_1,26.86018369,3.913884205,-2.392128419,0.951809515
3_11_2,26.7006306,3.862028552,-2.607819522,0
3_11_3,26.96828754,3.959002111,-2.312256568,0
3_11_4,26.78101732,3.884124111,-2.443832738,0
3_11_5,26.7795504,3.909669335,-2.609002417,0
3_11_6,27.07830178,3.995544338,-2.511573076,0
3_2_1,15.3863248,-1.180619015,3.42332415,0.033176072
3_2_2,15.27521205,-1.258990278,3.223363965,0.349790382
3_2_4,15.30964145,-1.232027057,3.360505528,0.31014262
3_2_5,15.34681467,-1.206556043,3.259828273,0
3_2_6,15.72727893,-1.009816462,3.580553567,0
3_3_1,26.30266697,7.368518988,-19.94145079,0.22169442
3_3_2,26.05433058,7.130924773,-20.18390721,0.209452155
3_3_3,26.38660026,7.451738773,-19.8855383,0
3_3_4,26.22453114,7.308104464,-19.97295686,0.264931844
3_3_5,26.06792668,7.147030343,-20.24255843,0
3_3_6,26.21065797,7.181164084,-20.39443238,0
3_4_1,14.00997489,-4.7170225,6.02875507,0
3_4_2,13.90712124,-4.734331365,5.77416323,0
3_4_3,14.03668355,-4.727381115,6.136350739,0
3_4_4,13.9399143,-4.744691318,5.942926326,0
3_4_5,13.98643597,-4.686135036,5.826689599,0
3_4_6,14.30107317,-4.59964895,6.155399742,0
3_5_1,16.6512867,-6.602245585,-22.58793016,0
3_5_2,16.46403101,-6.930319894,-22.64355901,0
3_5_3,16.72527769,-6.556847561,-22.62836368,0
3_5_4,16.61598043,-6.583789641,-22.52246777,0
3_5_5,16.4468717,-7.077786893,-22.78084191,0
3_5_6,16.46019587,-7.533676274,-23.20522159,0
3_6_1,4.416173323,-20.92466032,-4.62580195,0
3_6_2,10.20725826,-16.14036547,9.346089585,0
3_6_3,4.073965855,-21.62388764,-3.535593817,0
3_6_4,4.504638051,-20.69521369,-4.743754587,0
3_6_5,4.385562881,-21.11593378,-4.52275742,0
3_6_6,4.256379958,-21.9396379,-4.353769004,0
3_7_1,11.97988746,-9.82854865,5.808442449,0
3_7_2,11.8306306,-9.842173224,5.526141248,0.390215087
3_7_3,12.0245179,-9.923067454,6.05857937,0
3_7_4,11.89535371,-9.812029809,5.658903884,0.345921363
3_7_5,12.01684635,-9.744423466,5.619169851,0
3_7_6,12.29809849,-9.959116542,6.293930449,0
3_8_1,12.29698499,-8.202076925,6.313128014,0
3_8_2,12.22742486,-8.158543156,6.016970567,0
3_8_3,12.33750806,-8.244260803,6.489288263,0
3_8_4,12.23260317,-8.20024893,6.192204034,0
3_8_5,12.31716434,-8.141622456,6.134228,0
3_8_6,12.56732293,-8.211097446,6.60409036,0
3_9_1,10.84942438,-12.27912492,8.305633279,0
3_9_2,10.73339,-12.32376908,8.117773717,0
3_9_3,10.88642556,-12.33568354,8.448160425,0
3_9_4,10.80462197,-12.25185306,8.20473969,0
3_9_5,10.74969956,-12.41839386,8.244654891,0
3_9_6,10.95227999,-12.55711144,8.620588221,0
4_1_1,6.574695597,-21.25930653,-18.91918004,1.555161079
4_1_2,6.557357742,-21.25529212,-18.80756158,0.986545039
4_1_5,6.545700833,-21.30849638,-18.80877634,0
4_1_6,6.556917527,-21.65383641,-19.01737637,0
4_10_1,31.11262166,2.75615484,23.97272191,0.045034585
4_10_2,31.09968607,2.723337184,23.87306443,0
4_10_3,31.21636995,2.913519769,23.88150874,0
4_10_4,31.15880789,2.871020076,23.8127909,0.259957222
4_10_5,31.11738966,2.66179653,23.95657251,0
4_10_6,31.17992623,2.564939116,24.20515321,0
4_11_1,23.06793234,1.111525424,-6.052886467,0.8665329
4_11_2,22.88588535,0.983706717,-6.266874771,0.479438423
4_11_3,23.17607943,1.184205818,-5.970815147,0
4_11_4,22.98419049,1.058828399,-6.100703192,0.749622551
4_11_5,22.96173133,1.041533732,-6.275628912,0
4_11_6,23.27909186,1.209917205,-6.19757153,0
4_2_1,14.79867556,-5.774205039,0.854502181,0.152458697
4_2_2,14.66355178,-5.875837503,0.659789505,0.326681719
4_2_4,14.7193959,-5.82212122,0.798540869,0.31014262
4_2_5,14.73129861,-5.834074097,0.684667961,0
4_2_6,15.13685525,-5.633077997,0.947763617,0
4_3_1,24.88389317,0.426116658,-25.80175252,0.031990625
4_3_2,24.64183158,0.138623134,-25.98056384,0.043848367
4_3_3,24.91348167,0.45401151,-25.85792103,0
4_3_4,24.81240733,0.367798017,-25.80630518,0
4_3_5,24.67706342,0.138776722,-26.05515625,0
4_3_6,25.03124193,0.299079749,-25.98961531,0
4_4_1,12.57706869,-9.811051217,1.195186972,0
4_4_2,12.47563994,-9.86103833,0.997347534,0
4_4_3,12.60209018,-9.814030909,1.276942053,0
4_4_4,12.51559802,-9.836911537,1.140783841,0
4_4_5,12.54021124,-9.828566255,1.010385485,0
4_4_6,12.8348385,-9.702159073,1.142657241,0
4_5_1,14.40261479,-10.13204465,-18.19031979,0
4_5_2,14.24962795,-10.28642971,-18.15489805,0
4_5_3,14.46155676,-10.11752924,-18.23476758,0
4_5_4,14.35927321,-10.12547284,-18.13243779,0
4_5_5,14.25537807,-10.36074668,-18.25207179,0
4_5_6,14.34796627,-10.56998514,-18.54969591,0
4_6_1,6.918509698,-16.46433007,-5.617291435,0.008291985
4_6_2,7.010431071,-16.28466294,-5.604646116,0.154867889
4_6_3,6.880211681,-16.59345925,-5.644961881,0
4_6_4,6.949627065,-16.36128221,-5.5635753,0
4_6_5,6.978557597,-16.42886608,-5.728516038,0
4_6_6,6.885789479,-16.84319024,-6.004250214,0
4_7_1,8.548489752,-12.51618051,-2.263609012,0.104510736
4_7_2,8.540957203,-12.51521723,-2.38349467,0.586088635
4_7_3,8.533099462,-12.56182395,-2.245875098,0
4_7_4,8.547085571,-12.49597383,-2.246459286,0.483612369
4_7_5,8.526366297,-12.56166432,-2.460600163,0
4_7_6,8.552253729,-12.63521523,-2.695356797,0
4_8_1,10.58354747,-12.09700173,1.076861604,0
4_8_2,10.53895267,-12.08987505,0.836388925,0
4_8_3,10.60512767,-12.1365,1.186740078,0
4_8_4,10.55366708,-12.08236254,1.003889755,0
4_8_5,10.56597366,-12.11912692,0.869133873,0
4_8_6,10.73018093,-12.17126554,0.988316502,0
4_9_1,10.97161118,-13.56972376,3.904911491,0
4_9_2,10.92194014,-13.5101739,3.646599214,0
4_9_3,10.97865846,-13.64973338,4.056388115,0
4_9_4,10.95169411,-13.50797638,3.787784586,0
4_9_5,10.92015939,-13.61639397,3.767329602,0
4_9_6,11.03536002,-13.85234238,4.204951684,0
5_1_1,-4.182169199,-28.75845506,-27.68539625,1.53659549
5_1_2,-4.069720791,-28.59711677,-27.74654025,1.097591986
5_1_5,-2.114847347,-26.2200101,-30.23878343,0
5_1_6,-4.008983231,-28.63809166,-28.09501034,0
5_10_1,28.37739725,11.01274149,32.76948828,0.329237108
5_10_2,27.36898792,9.136389995,34.22128763,0
5_10_3,28.44665894,11.1110266,32.74868836,0
5_10_4,27.02494603,8.436273088,34.76888041,0
5_10_5,27.83169397,9.98505841,33.60381531,0
5_10_6,28.65193161,11.42360067,32.51912573,0
5_11_1,23.77838572,13.61323707,-2.904657792,0
5_11_2,23.62406358,13.55853279,-3.174065746,0
5_11_3,23.86566607,13.66314534,-2.83478302,0
5_11_4,23.70239584,13.57983575,-2.971340674,0
5_11_5,23.69975046,13.61646293,-3.186554395,0
5_11_6,23.96612024,13.73608424,-3.114617187,0
5_2_1,14.86188256,5.533568212,13.47919644,0.257473302
5_2_2,14.4445118,4.884174459,13.98512054,0
5_2_4,14.40843865,4.816053005,14.13498606,0
5_2_5,14.54323572,5.009431547,13.93115356,0
5_2_6,14.94363192,5.404162928,13.8634334,0
5_3_1,18.91767742,-7.387169749,-45.84687533,0.003553661
5_3_2,18.3539153,-8.190591197,-45.95608354,0.00118455
5_3_3,38.44709617,18.74493266,-16.71042887,0
5_3_4,38.27864525,18.64259729,-16.96447634,0
5_3_5,19.84250521,-5.89698551,-45.41110782,0
5_3_6,37.70978539,18.28430057,-18.94265678,0
5_4_1,8.073503772,-6.499182073,22.228847,0
5_4_2,1.715488537,4.87267346,-11.00872161,0
5_4_3,8.065455925,-6.558329852,22.3121576,0
5_4_4,8.089823367,-6.401206838,22.13239767,0
5_4_5,8.176807873,-6.230272997,22.06942307,0
5_4_6,7.748907836,-7.205119226,22.5080255,0
5_5_1,29.93692585,15.7000389,-7.877983856,0
5_5_2,5.785619637,-18.640626,-35.43250859,0
5_5_3,30.08783131,15.72477032,-7.57061533,0
5_5_4,6.163468067,-18.07222269,-35.62205376,0
5_5_5,5.74367733,-18.72379378,-35.4832883,0
5_5_6,5.670638785,-18.95819385,-35.63972743,0
5_6_1,4.048144051,-18.87803973,19.14113968,0
5_6_2,3.791863098,-18.95898098,18.91053421,0
5_6_3,4.03051599,-18.96550518,19.21534359,0
5_6_4,3.831121519,-18.95055191,18.99468154,0
5_6_5,4.593357088,-18.55780866,19.33882127,0
5_6_6,-4.79824124,-29.10039466,0.917143952,0
5_7_1,4.559331299,-14.12826164,20.16249518,0.118852236
5_7_2,3.256434056,-15.15911713,19.56203173,0.553518004
5_7_3,4.603646381,-14.16855129,20.27192917,0
5_7_4,4.699325197,-13.94379972,20.13546411,0
5_7_5,4.306923729,-14.32157752,20.03553375,0
5_7_6,3.368073551,-15.30929863,19.88568627,0
5_8_1,6.504013744,-10.68303444,23.41921901,0
5_8_2,6.271594525,-10.81537435,23.24533096,0
5_8_3,6.584799729,-10.66808346,23.52284728,0
5_8_4,6.480469134,-10.62880607,23.34047584,0
5_8_5,6.579155285,-10.48539293,23.3296332,0
5_8_6,5.776461602,-11.65173883,23.49205876,0
5_9_1,9.334172263,-34.84180078,23.00269259,0
5_9_2,5.564738094,-39.5468651,16.52751976,0
5_9_3,9.31338158,-35.02281037,22.89128123,0
5_9_4,8.960581456,-35.40710427,22.32294395,0
5_9_5,4.014816016,-40.90115192,13.99967168,0
5_9_6,7.570803093,-37.81713049,19.55956957,0
6_1_1,16.28355706,-28.83227325,-17.81834083,0
6_1_2,16.13695684,-28.80869865,-17.89169244,0.655428314
6_1_5,16.13626893,-28.84155449,-17.90215526,0
6_1_6,16.29629687,-29.09506287,-18.02585448,0
6_10_1,37.40534489,-4.845173222,22.62041833,0
6_10_2,37.36952676,-4.747413312,22.51148564,0
6_10_3,37.45382053,-4.900286452,22.68765074,0
6_10_4,37.43538632,-4.589011269,22.48428799,0
6_10_5,37.45910168,-4.768045493,22.52489688,0
6_10_6,37.45078571,-5.311724502,22.79076471,0
6_11_1,26.91813322,-4.381581116,-4.589455236,0
6_11_2,26.71947022,-4.525111215,-4.773700819,0
6_11_3,27.01264181,-4.340205645,-4.5271816,0
6_11_4,26.82605499,-4.40621886,-4.628907413,0
6_11_5,26.80129116,-4.537851096,-4.779578472,0
6_11_6,27.12067686,-4.576753135,-4.749982347,0
6_2_1,18.4968586,-12.61343168,0.900838966,0.120048873
6_2_2,18.36104384,-12.67178909,0.66709598,0
6_2_4,18.41730358,-12.62644366,0.838055652,0
6_2_5,18.43035341,-12.6713425,0.680816633,0
6_2_6,18.81591836,-12.63438646,0.834051437,0
6_3_1,29.79000759,-5.312875726,-19.88604989,0.210674349
6_3_2,29.58641346,-5.552525426,-20.01584066,0.141632546
6_3_3,29.85982492,-5.247749739,-19.85226013,0
6_3_4,29.71457217,-5.336660892,-19.89339299,0.150050759
6_3_5,29.6105101,-5.600629865,-20.05909621,0
6_3_6,29.84017715,-5.773641818,-20.17372979,0
6_4_1,18.51439725,-16.08723799,2.967987958,0
6_4_2,18.44774929,-16.03943238,2.578708158,0
6_4_3,18.52805406,-16.13140177,3.114026083,0
6_4_4,18.46243089,-16.06052097,2.846216638,0
6_4_5,18.51221719,-16.06530972,2.619717581,0
6_4_6,18.79191564,-16.13100936,2.849529624,0
6_5_1,20.48585547,-14.10235363,-14.92270904,0
6_5_2,20.26004132,-14.14482265,-14.95729386,0
6_5_3,20.57393062,-14.13305688,-14.92516306,0
6_5_4,20.40770247,-14.05252055,-14.90198013,0
6_5_5,20.29401445,-14.25053986,-15.0083878,0
6_5_6,20.53462584,-14.57953205,-15.15396654,0
6_6_1,12.45695461,-23.09400363,-2.279657035,0
6_6_2,12.45049337,-22.89848742,-2.470635808,0
6_6_3,12.46197349,-23.25280733,-2.205745095,0
6_6_4,12.45094624,-22.98014982,-2.308576173,0
6_6_5,12.44532772,-23.05616499,-2.503011304,0
6_6_6,12.47533288,-23.47577697,-2.540710271,0
6_7_1,14.56570492,-17.89146197,-0.771821356,0.061652209
6_7_2,14.49433919,-17.77915551,-0.946355754,0.473890658
6_7_3,14.59641345,-18.00061233,-0.724745379,0
6_7_4,14.52564611,-17.81126509,-0.781454772,0
6_7_5,14.53414044,-17.89806999,-1.011593291,0
6_7_6,14.69466333,-18.216522,-1.17074345,0
6_8_1,16.40388568,-18.9229067,2.335564415,0
6_8_2,16.35802639,-18.81972771,2.039930959,0
6_8_3,16.41965743,-19.04382249,2.458345716,0
6_8_4,16.3800961,-18.83755588,2.256720426,0
6_8_5,16.37320459,-18.96151594,2.055352385,0
6_8_6,16.46046215,-19.33574675,2.130482415,0
6_9_1,16.93085728,-21.1885551,4.352390556,0
6_9_2,16.85510593,-21.16092647,4.04669775,0
6_9_3,16.95510101,-21.28258254,4.462319679,0
6_9_4,16.90225967,-21.11198059,4.276606973,0
6_9_5,16.86331661,-21.31029073,4.055512387,0
6_9_6,16.95275026,-21.70533138,4.121896333,0
7_1_1,10.71921291,-27.97398906,-16.80115769,0
7_1_2,10.6640351,-27.82382659,-16.83734152,0.621041164
7_1_5,10.64886238,-27.85045122,-16.843614,0
7_1_6,10.72105222,-28.1385953,-16.98107778,0
7_10_1,33.68292692,-1.015486066,21.8555129,0
7_10_2,33.65960509,-0.845646814,21.67425376,0
7_10_3,33.83173827,-0.60973583,21.66313311,0
7_10_4,33.64318061,-0.982123417,21.81498624,0.420780203
7_10_5,33.73507308,-0.798941557,21.65414163,0
7_10_6,33.98238696,-0.722314393,21.60658164,0
7_11_1,24.71287469,-4.042857511,-7.723959781,0.526005382
7_11_2,24.4573267,-4.189284537,-7.88544265,0
7_11_3,24.83673271,-3.997723901,-7.659391873,0
7_11_4,24.60337086,-4.067818884,-7.754254552,0
7_11_5,24.55326764,-4.205701984,-7.904110271,0
7_11_6,24.90018932,-4.249619934,-7.899594016,0
7_2_1,19.9476635,-10.26746266,-1.359293877,0.301286063
7_2_2,19.72043328,-10.37912725,-1.596210925,0.074725617
7_2_4,19.83360373,-10.28577358,-1.427303669,0.343346004
7_2_5,19.99910332,-9.97327029,-0.542840067,0
7_2_6,20.27525278,-10.54329406,-1.676781695,0
7_3_1,28.3524311,-11.0188764,-22.81425117,0.055714899
7_3_2,28.22385914,-10.83385394,-22.72938306,0.03673282
7_3_3,28.52276064,-10.85996281,-22.71006668,0
7_3_4,28.29117066,-10.97043247,-22.78554206,0.02013929
7_3_5,28.20481748,-10.91446729,-22.80712258,0
7_3_6,28.32614707,-11.38925243,-22.95237818,0
7_4_1,15.15724306,-14.89426148,-2.494442958,0.549137316
7_4_2,14.95018606,-14.85953814,-2.634957201,0
7_4_3,15.19300724,-14.93727047,-2.431880644,0
7_4_4,15.06931475,-14.863558,-2.479425432,0.653843618
7_4_5,15.00451987,-14.90360692,-2.727168614,0
7_4_6,15.28671088,-15.03564102,-2.999599857,0
7_5_1,18.16479335,-18.18699117,-17.92041794,0
7_5_2,17.94178179,-18.12748805,-17.89310871,0
7_5_3,18.25503025,-18.26040236,-17.94750583,0
7_5_4,18.10017459,-18.11245577,-17.88803869,0
7_5_5,17.95076176,-18.24831983,-17.94255845,0
7_5_6,18.11337068,-18.5957094,-18.07543217,0
7_6_1,9.599705872,-21.65039037,-5.79582906,0.331795488
7_6_2,9.596493307,-21.37848105,-5.886594767,0
7_6_3,9.599982888,-21.81126069,-5.750351267,0
7_6_4,9.597386239,-21.52223201,-5.790830733,0
7_6_5,9.587553709,-21.51719078,-5.942830312,0
7_6_6,9.594971127,-21.96808174,-6.036036758,0
7_7_1,11.07376525,-19.02938583,-3.71761694,0.004738225
7_7_2,11.07185279,-18.76767559,-3.796862352,0.420780203
7_7_3,11.07021234,-19.17621155,-3.686118419,0
7_7_4,11.06591542,-18.91054352,-3.699130531,0.308875341
7_7_5,11.07743397,-18.8854843,-3.878817265,0
7_7_6,11.12306041,-19.27176234,-4.064035612,0
7_8_1,12.21514213,-19.16765623,-1.183207771,0.557912864
7_8_2,12.24909791,-18.86528036,-1.501154766,0
7_8_3,12.1947403,-19.33443074,-1.053542052,0
7_8_4,12.2183624,-19.02588964,-1.247860854,0
7_8_5,12.2500494,-19.01007054,-1.526606477,0
7_8_6,12.27475763,-19.47835562,-1.554410265,0
7_9_1,12.94018662,-22.99789548,3.116792265,0.44507983
7_9_2,12.87444142,-22.87838206,2.807665021,0
7_9_3,12.95897394,-23.09632035,3.215498414,0
7_9_4,12.91979173,-22.89067874,3.063091949,0
7_9_5,12.87013786,-23.03980263,2.769937117,0
7_9_6,12.92327262,-23.4921369,2.711170737,0
8_1_1,19.63109322,-26.26404227,-13.69694805,1.384918513
8_1_2,19.43694103,-26.27592119,-13.75235041,0.660195256
8_1_5,19.41887977,-26.31466513,-13.76137011,0
8_1_6,19.56464992,-26.57946637,-13.89515644,0
8_10_1,42.43123455,-5.842005956,23.12109911,0
8_10_2,42.41730941,-5.697177608,22.97357561,0
8_10_3,42.57023706,-5.433743835,23.02807343,0
8_10_4,42.50166288,-5.384505847,22.92397519,0
8_10_5,42.50111085,-5.694684529,22.9930312,0
8_10_6,42.5847724,-6.004311248,23.08552722,0
8_11_1,29.1597226,-6.579135805,-2.649911183,0.860730939
8_11_2,28.99033849,-6.713186708,-2.818511987,0
8_11_3,29.24699602,-6.553212052,-2.593576492,0
8_11_4,29.07748477,-6.589580117,-2.685874024,0
8_11_5,29.07159923,-6.752344864,-2.819426342,0
8_11_6,29.35254859,-6.8548902,-2.796423975,0
8_2_1,22.50562095,-12.2604334,3.950385266,0.237680059
8_2_2,22.41407107,-12.28967644,3.722154774,0
8_2_4,22.43812388,-12.26012748,3.882919285,0
8_2_5,22.4756211,-12.29468809,3.752040362,0
8_2_6,22.81962653,-12.32555679,3.981923133,0
8_3_1,34.60411359,-9.77305997,-16.7618905,0.067592616
8_3_2,34.46726466,-9.63559644,-16.79294939,0.094966943
8_3_3,34.69588715,-9.690057595,-16.66910369,0
8_3_4,34.53469915,-9.737473838,-16.77635717,0.031990625
8_3_5,34.52093181,-9.638104286,-16.76792696,0
8_3_6,34.70227779,-10.22320944,-16.85847179,0
8_4_1,21.27616261,-16.13835207,3.517391746,0
8_4_2,21.1867268,-16.11495904,3.206942588,0
8_4_3,21.29797699,-16.16940449,3.618348214,0
8_4_4,21.21248082,-16.1175442,3.437779778,0.639675831
8_4_5,21.25945292,-16.13953114,3.214623837,0
8_4_6,21.56184269,-16.21807447,3.301006744,0
8_5_1,25.08379175,-16.5639741,-12.07422412,0
8_5_2,24.84082207,-16.59844812,-12.20827377,0
8_5_3,25.18022097,-16.59827776,-12.03889129,0
8_5_4,25.00357155,-16.51527269,-12.08630499,0
8_5_5,24.87231754,-16.70244309,-12.24414286,0
8_5_6,25.08507113,-17.03125797,-12.31728178,0
8_6_1,17.55239843,-22.23767429,-1.569572353,0
8_6_2,17.48919543,-22.06406188,-1.745133076,0
8_6_3,17.57016039,-22.38007937,-1.502201648,0
8_6_4,17.53091586,-22.12613703,-1.592180627,0
8_6_5,17.48469861,-22.23169535,-1.783565668,0
8_6_6,17.54685585,-22.65762654,-1.836904521,0
8_7_1,18.52214106,-18.85629367,1.259090029,0.041476192
8_7_2,18.42518852,-18.77062667,1.031217429,0.406097209
8_7_3,18.56281922,-18.96997799,1.33042024,0
8_7_4,18.47162794,-18.77646029,1.228410763,0.557912864
8_7_5,18.47244562,-18.90462176,0.984651021,0
8_7_6,18.65570089,-19.23834445,0.895928807,0
8_8_1,19.321437,-18.29128393,3.711524225,0
8_8_2,19.26575455,-18.25662131,3.37722037,0
8_8_3,19.34983606,-18.36193601,3.842955314,0
8_8_4,19.28016279,-18.24378464,3.6175677,0
8_8_5,19.31360032,-18.34459044,3.408149193,0
8_8_6,19.49627277,-18.5834472,3.531582058,0
8_9_1,21.23798901,-22.62681911,5.811452805,0.454626195
8_9_2,21.15183897,-22.64350152,5.558585353,0
8_9_3,21.2671746,-22.69453831,5.893096355,0
8_9_4,21.20136923,-22.5703476,5.759184012,0
8_9_5,21.16938512,-22.76844326,5.55034862,0
8_9_6,21.2974305,-23.09313744,5.547185706,0
9_1_1,23.46158634,-28.00911849,-12.14596181,1.182875968
9_1_2,23.22212315,-28.02779889,-12.29532344,0.619501026
9_1_4,23.39524505,-27.97898346,-12.1611143,1.029686682
9_1_5,23.19231393,-28.06607115,-12.31130122,0
9_1_6,23.33127623,-28.30271637,-12.43386229,0
9_10_1,44.37879972,-2.333141005,22.50544226,0.480828479
9_10_2,44.31822773,-2.600664795,22.47232664,0
9_10_3,44.41779613,-2.301590212,22.55480255,0
9_10_4,44.31044189,-2.574609631,22.5720409,0
9_10_5,44.38362224,-2.734849036,22.51847359,0
9_10_6,44.51447184,-2.911032288,22.56982128,0
9_11_1,33.39088794,-7.294825676,-1.650257811,0.826635773
9_11_2,33.24602647,-7.480125086,-1.766941367,0
9_11_3,33.46487863,-7.269886028,-1.605569563,0
9_11_4,33.31941816,-7.306644589,-1.673291821,0
9_11_5,33.3168526,-7.541180577,-1.764298063,0
9_11_6,33.55836535,-7.68176183,-1.769533662,0
9_2_1,27.43824649,-13.63954015,5.363763198,0.361441458
9_2_2,27.36459684,-13.65596865,5.169650948,0
9_2_4,27.3754283,-13.6152151,5.324339827,0.916331218
9_2_5,27.41860677,-13.69112914,5.167411994,0
9_2_6,27.75659069,-13.8650661,5.228238149,0
9_3_1,36.1543567,-7.854206835,-14.90090923,0.252512119
9_3_2,35.96683839,-8.134061291,-15.05718197,0.166933391
9_3_3,36.23027086,-7.801697486,-14.83699189,0
9_3_4,36.07737533,-7.875346837,-14.93962285,0.128432308
9_3_5,36.01558229,-8.218572668,-15.04583098,0
9_3_6,36.24925078,-8.470601313,-15.02817528,0
9_4_1,25.57451827,-17.37636228,4.663637001,0.912247229
9_4_2,25.49151306,-17.34243373,4.403555492,0
9_4_3,25.5949762,-17.40740665,4.741283448,0
9_4_4,25.51155047,-17.34249245,4.615772867,0
9_4_5,25.56237484,-17.38528756,4.379889347,0
9_4_6,25.84793226,-17.54248424,4.359169031,0
9_5_1,29.58232067,-18.3090381,-10.14350893,0
9_5_2,29.32705229,-18.40366253,-10.3677739,0
9_5_3,29.68148906,-18.32038143,-10.06713724,0
9_5_4,29.49895623,-18.28204944,-10.18956015,0
9_5_5,29.36389291,-18.49171045,-10.37103767,0
9_5_6,29.54433432,-18.78141855,-10.40933921,0
9_6_1,22.24097606,-23.42678712,0.244895522,0
9_6_2,22.08762449,-23.39928212,0.025374961,0
9_6_3,22.27095321,-23.53204457,0.336707915,0
9_6_4,22.19975703,-23.35274542,0.206132338,0
9_6_5,22.07747356,-23.56003008,0.016158458,0
9_6_6,22.17415469,-23.90328408,-0.033304329,0
9_7_1,22.77758155,-19.79228319,2.750863659,0.056902128
9_7_2,22.66923434,-19.79586913,2.454926187,0
9_7_3,22.82116714,-19.87162679,2.834680948,0
9_7_4,22.72184599,-19.73656568,2.713267083,0.408757808
9_7_5,22.71993566,-19.91691612,2.403972362,0
9_7_6,22.92507388,-20.20511245,2.287665709,0
9_8_1,23.75667901,-19.68303161,4.722968261,0
9_8_2,23.69513337,-19.66424265,4.426012253,0
9_8_3,23.79240953,-19.74439983,4.817186903,0
9_8_4,23.70730185,-19.63700952,4.663788271,0
9_8_5,23.75562273,-19.75347001,4.407778343,0
9_8_6,23.98149055,-19.98770199,4.365534821,0
9_9_1,25.40078232,-23.62359455,6.083554385,0.476662059
9_9_2,25.33340706,-23.64641056,5.833763976,0
9_9_3,25.43360105,-23.67488511,6.156243277,0
9_9_4,25.36075901,-23.57958662,6.046853487,0
9_9_5,25.36848808,-23.7438568,5.801636281,0
9_9_6,25.53980325,-23.99512995,5.719818485,0
